category,question,optionA,optionB,optionC,optionD,correct,image,explanation
Flight Plan,Refer to Jeppesen Training Route Manual - VFR Chart ED-6<br>What navigation or communications facilities are at 48°55'N 009°20'E?,VOR,TACAN,VOR/DME,NDB,3,,
Flight Plan,Refer to Jeppesen Training Route Manual - The Netherland Aerodrome Directory - chart 7-3<br>What is the correct relationship between local time (LT) and UTC in the Netherlands in ___ Winter and ___ Summer?,"LT = UTC - 1 Hour; LT = UTC - 2 Hours","LT - 1 Hour = UTC;LT - 2 Hours = UTC","LT = UTC + 2 Hours; LT = UTC + 1 Hour","LT - 2 Hours = UTC; LT - 1 Hour = UTC",2,,
Flight Plan,Refer to Jeppesen Training Route Manual - DE KOOY - chart 19-1<br>The ILS frequency of De Kooy Aerodrome is ___ and the corresponding QDM is ___,"123.30;220° (M)","123.30; 220° (T)","109.70;216° (M)","109.70; 214° (T)",3,,
Flight Plan,Refer to Jeppesen Student Manual - Greece Aerodrome Directory (7-3) or figure VFR-9 What is the local time (LT) in Greece in __ Winter and __ Summer?,"LT = UTC + 2 Hours; LT = UTC + 3 Hours","LT - 3 Hours = UTC; LT - 2 Hours = UTC","LT + 2 Hours = UTC; LT + 3 Hours = UTC","LT = UTC - 2 Hours; LT = UTC - 3 Hours",1,,
Flight Plan,Refer to figures ED6-VFR_a and ED6-VFR_c and Refer to Jeppesen Training Route Manual - VFR Chart ED-6 Flying from EDPJ LAICHINGEN airport (48°30'N 009°38'E) to EDSZ ROTTWEIL ZEPFENHAN (48°12'N 008°44'E). Find magnetic course and the distance.,"Magnetic course 063°, distance 41 NM.","Magnetic course 243°, distance 62 NM.","Magnetic course 063°, distance 62 NM.","Magnetic course 243°, distance 41 NM.",4,,
Flight Plan,Refer to Jeppesen Training Route Manual - ATHINAI (Hellinikon) - chart 29-1<br>What is the frequency and ident of the DVOR/DME shown at the northern end of Hellinikon airfield?,114.40 ATH,275 HK,294 HN,357 KVR,1,,
Flight Plan,Refer to Jeppesen Training Route Manual - VFR Chart ED-6<br>Give the frequency of ZURICH Volmet.,128.525 MHz,127.20 MHz,127.20 kHz,118.10 MHz,1,,
Flight Plan,"Refer to Jeppesen Training Route Manual - VFR Chart ED-6<br>Flying from EDSZ ROTTWEIL ZEPFENHAN (48°12'N, 008°44'E) to EDPJ LAICHINGEN airport (48°30'N, 009°38'E). Determine the highest obstacle within a corridor 5 NM left and 5 NM right of the courseline.",3 278 ft,3 612 ft,3 760 ft,2 852 ft,3,,
Flight Plan,Refer to Jeppesen Training Route Manual - VFR Chart ED-6<br>What is the frequency for Stuttgart ATIS?,128.95 kHz,126.12 MHz,126.12 kHz,128.95 MHz,2,,
Flight Plan,Refer to Jeppesen Training Route Manual - BARCELONA - VFR Area Chart 10-1V<br>The maximum altitude that may be used to transit the whole VFR corridor from REUS to SAN CELONI is:,3 500 ft,4 500 ft,2 000 ft,3 000 ft,2,,
Flight Plan,Refer to Jeppesen Training Route Manual - VFR Chart ED-6<br>What minimum grid area altitude is applicable for EDPJ LAICHINGEN airport (48°30'N 009°38'E)?,2 434 ft,402 m,46,43,2,,
Flight Plan,Refer to Jeppesen Training Route Manual - DE KOOY - chart 19-1<br>What is the minimum altitude over the 'Quiet Zone' in the vicinity of De Kooy?,3 000 ft,3 500 ft,32 800 ft,1 500 ft,1,,
Flight Plan,Refer to Jeppesen Training Route Manual - ABERDEEN (Dyce) - VFR Area Chart 10-1V<br>What is the elevation of the highest obstacle within the boundary of the Aberdeen Control Area?,2 105 ft,2 025 ft,1 245 ft,1 733 ft,2,,
Flight Plan,Refer to Jeppesen Training Route Manual - ABERDEEN (Dyce) - VFR Area Chart 10-1V<br>Which of the following frequencies is listed as available for contact with Aberdeen ATSU?,126.25,119.87,135.17,114.30,3,,
Flight Plan,Refer to Jeppesen Training Route Manual - VFR Chart ED-6<br>Flying from EDSZ ROTTWEIL ZEPFENHAN (48°12'N 008°44'E) to EDTM MENGEN airport (48°03'N 009°22'E). Find magnetic course and the distance.,"Magnetic course 108°, distance 27 NM.","Magnetic course 288°, distance 27 NM.","Magnetic course 288°, distance 40 NM.","Magnetic course 108°, distance 40 NM.",1,,
Flight Plan,Refer to Jeppesen Training Route Manual - ATHINAI (Hellinikon) - chart 29-1<br>What is the variation shown on the chart?,5°E,3°E,3°W,5°W,2,,
Flight Plan,"Refer to Jeppesen Training Route Manual - VFR Chart ED-6<br>Give the name and frequency of the Flight Information Service for an aeroplane in position (47°59'N, 010°14'E).",MUNCHEN INFORMATION 126.95 MHz.,FRANKFURT INFORMATION 128.95 MHz.,MUNCHEN INFORMATION 120.65 MHz.,MEMMINGEN INFORMATION 122.1 MHz.,1,,
Flight Plan,Refer to Jeppesen Training Route Manual - ATHINAI (Hellinikon) - chart 29-2 What is the position of the Aerodrome Reference Point?,37°54.8'N 23°44.7'E,37°54.2'N 23°44.3'E,37°53.2'N 23°43.3'E,37°53.8'N 23°43.7'E,4,,
Flight Plan,Refer to Jeppesen Training Route Manual - VFR Chart ED-6. Flying from EDTM MENGEN airport (48°03'N 009°22'E) to EDPJ LAICHINGEN airport (48°30'N 009°38'E). Determine the highest obstacle within a corridor 5 NM left and 5 NM right from track.,2507 ft,2870 ft,2838 ft,2120 ft,2,,
Flight Plan,"Refer to Jeppesen Training Route Manual - VFR Chart ED-6<br>What is the elevation of LSZH ZURICH KLOTEN airport (47°28'N, 008°33'E)?",1 572 ft,1 416 ft,1 000 m,1 421 ft,2,,
Flight Plan,Refer to Jeppesen Training Route Manual - ABERDEEN (Dyce) - chart 19-3 The East Apron and Eastern Twy have restricted access. The maximum permitted wingspan:,does not apply to helicopters.,is 20 ft.,is the same as a Beech 200.,is 20 m.,4,,
Flight Plan,"Refer to Jeppesen Training Route Manual - VFR Chart ED-6<br>Which navigation aid is located in position 48°59'N, 008°35'E?",VOR/DME,TACAN,VOR,NDB,1,,
Flight Plan,Refer to Jeppesen Training Route Manual - ABERDEEN (Dyce) - chart 19-5<br>What ATIS frequency(ies) is/are available when on the ground?,121.70 or 121.85.,121.85 only.,121.70 only.,114.30 or 121.85.,2,,
Flight Plan,Refer to Jeppesen Training Route Manual - ESBJERG - chart 19-1<br>What is the course and distance from Locator HP to the threshold of Runway 08?,080° (M) / 4.2 km.,080° (T) / 4.2 NM.,080° (M) / 4.2 NM.,080° (T) / 4.2 km.,3,,
Flight Plan,Refer to Jeppesen Training Route Manual - ABERDEEN (Dyce) - chart 19-5<br>What is the ATIS frequency that may not be used when in flight?,121.70,121.85,114.30,118.10,2,,
Flight Plan,Refer to Jeppesen Training Route Manual - VFR Chart ED-6<br>What minimum grid area altitude is applicable for EDTM MENGEN airport (48°03'N 009°22'E)?,1 819 ft.,4 300 ft,4 600 ft,1 120 m.,3,,
Flight Plan,Refer to Jeppesen Training Route Manual - VFR Chart ED-6<br>Flying from EDSZ ROTTWEIL ZEPFENHAN (48°12'N 008°44'E) to EDTM MENGEN airport (48°03'N 009°22'E). Determine the highest obstacle within a corridor 5 NM left and 5 NM right of track.,3 331 ft,2 920 ft,2 605 ft,3 760 ft,1,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart ""E HI 2""<br>An aircraft has to fly from ALMA (55°25'N 013°34'E) to PETER (56°50'N 013°35'E). Excluding RVSM, what is the lowest flight level above FL400 that can be flown on an IFR flight on this leg?",FL430,FL440,FL410,FL420,1,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart ""E LO 1"". The radio navigation aid at ST. ABBS (55°55'N 002°12'W) is:","a VOR/DME, frequency 112.5 MHz.","a TACAN, channel 112.5.","a VOR only, frequency 112.5 MHz.","an NDB, frequency 112.5 MHz.",1,,
Flight Plan,Refer to Jeppesen Training Route Manual - MUNICH - chart 10-3D<br>Which is the correct departure via KEMPTEN from runway 26L?,KEMPTEN THREE NOVEMBER.,KEMPTEN FIVE SIERRA.,KEMPTEN THREE ECHO.,KEMPTEN THREE QUEBEC.,2,,
Flight Plan,"Refer to Jeppesen Training Route Manual - MADRID BARAJAS - chart 10-2B<br>For runway 33 arrivals from the east and south, the Initial Approach Fix (IAF) inbound from airway UR10 is:",CENTA,CJN,MOTIL,VTB,1,,
Flight Plan,What frequency are you going to use at LAAGE (N53 55.1 E012 17.2) if you want to receive DME information?,19 MHz,108.25 MHz,138 MHz,383 MHz,2,,
Flight Plan,You are flying on radial 178 inbound CPL VOR/DME. What is your MSA?,5 000 ft,5 700 ft,4 000 ft,2 500 ft,1,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart ""E HI 1""<br>An aircraft is flying Northbound on the direct route from DEAN CROSS that passes through position 57°00'N 003°10'W. Excluding RVSM, what is the first flight level above FL400 that can be flown on this route?",FL440,FL450,FL420,FL430,2,,
Flight Plan,Refer to Jeppesen Training Route Manual - chart â€œE HI 2â€<br>The radio navigation aid(s) at (56°17'N 010°47'E) is/are:,"NDB, frequency 374 kHz, for Temporary Use (TU).","VOR/DME, frequency 374 kHz.","VOR, frequency 374 MHz.","NDB, frequency 374 kHz.",4,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart ""E HI 1"". What navigation aid(s) is/are available to civil aircraft at the military airfield of Kinloss (57°40'N 003°32'W)?",TACAN range and bearing on Channel 35.,VOR and DME on frequency 109.8.,The bearing element only of TACAN on VOR frequency 109.8 MHz.,The range element only of TACAN on DME frequency 109.8 MHz.,4,,
Flight Plan,Refer to figure 033-16<br>Planning an IFR flight from Paris to London for the twin jet aeroplane. Given:<br><br>Estimated Take-off Mass (TOM): 52 000 kg<br>Airport elevation: 387 ft<br>Cruise: FL280<br>W/V: 280°/40 kts<br>ISA Deviation: -10 °C<br>Average True Course: 340°<br><br>Find fuel to the top of climb (TOC).,1 000 lbs,1 500 lbs,1 100 kg,,1,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart ""E HI 1"". An aircraft is flying towards GOW (55°52'N 004°27'W) on airway UN615 prior to an arrival in the London FIR. According to the information on the chart, what is the most appropriate radio frequency to obtain the latest meteorological information for London area?",126.60,133.67,129.22,115.4,1,,
Flight Plan,"Refer to Jeppesen Training Route Manual - ZURICH - ILS RWY 16 - chart 11-2<br>The lowest published authorised RVR for an ILS approach, glide slope out, all other aids serviceable, aeroplane category A, is:",600 m,720 m,800 m,1 500 m,2,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart 'E HI 1'. An aircraft has to fly from the airport at Aberdeen (57°19'N 002°16'W) to the airport at Benbecula (57°29'N 007°22'W). Given: Time to climb 11 min Time to descend 15 min Cruise TAS 210 kts Assuming the aircraft reaches Top of Climb when crossing 3°W and starts a descent to overhead Benbecula when crossing 6°W, what is the planned flight time in still air from take-off to overhead?",28 min.,16 min.,54 min.,,3,,
Flight Plan,"Assuming the aircraft reaches Top of Climb when crossing 3°W and starts a descent to overhead Benbecula when crossing 6°W, what is the planned flight time in still air from take-off to overhead?",28 min.,16 min.,54 min.,47 min.,3,,
Flight Plan,What is the magnetic track and the distance from LANDVETTER (N57 39.4 E012 17.4) to FILIP (N56 57.0 E012 02.0)?,50 NM: 339°,90 NM: 174°,43 NM: 204°,43 NM: 191°,4,,
Flight Plan,Refer to figure 033-41<br>Planning an IFR flight from Paris to London for the twin jet aeroplane. Given:<br>Estimated Landing Mass: 49 700 kg<br>Cruising level: FL280<br>Average wind: 280° / 40 kts<br>Average True Course: 320°<br>Procedure for descent: M.74/250 KIAS<br>Determine the distance from the top of descent to London (elevation 80 ft).,97 NM,76 NM,87 NM,,2,,
Flight Plan,Determine the distance from the top of descent to London (elevation 80 ft).,97 NM,76 NM,87 NM,65 NM,2,,
Flight Plan,"Refer to Jeppesen Training Route Manual - North Atlantic Plotting chart ""NAP"" The average true course from C (62°N 020°W) to B (58°N 004°E) is:",109°,099°,119°,120°,1,,
Flight Plan,Refer to figure 033-16<br>Planning an IFR-flight from Paris (Charles de Gaulle) to London (Heathrow) for the twin jet aeroplane. Given:<br><br>Estimated Take-off Mass (TOM): 52 000 kg<br>Airport elevation: 387 ft<br>Cruise: FL280<br>W/V: 280°/40 kts<br>ISA Deviation: -10°C<br>Average True Course: 340°<br><br>Find time to the top of climb (TOC).,11 min,12 min,,,1,,
Flight Plan,W/V: 280°/40 kts<br>ISA Deviation: -10°C<br>Average True Course: 340°<br>Find time to the top of climb (TOC):,11 min,12 min,3 min,15 min,1,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart ""E HI 2""<br>An aircraft is flying from BACKA (57°33'N 011°59'E) to BOTTNA (57°45'N 013°48'E) on airway UR46. Which of the following would be a useful cross-reference to check the airway intersection CINDY?",BTD D60,HAR161 / LAV092,LAV D17,BAK078 / BTD258,2,,
Flight Plan,Refer to Jeppesen Training Route Manual - AMSTERDAM SCHIPHOL - chart 10-9X<br>The Radio Altimeter minimum altitude for a CAT II ILS DME approach to RWY 01L is:,100 ft,188 ft,88 ft,300 ft,1,,
Flight Plan,Refer to figure 033-19<br>A turbojet aeroplane is flying using the following data:<br>Mass: 150000 kg<br>Cruise level: FL 250<br>Cruise speed: Long Range (LRC)<br>Wind component: 100 kts head<br>Remaining flight time: 1 hr 40 min<br>Temperature: ISA<br>The ground distance that can be covered during the cruise flight is:,841 NM,612 NM,2031 NM,,1,,
Flight Plan,The ground distance that can be covered during the cruise flight is:,841 NM,612 NM,2 031 NM,445 NM,4,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart ""E HI 1""<br>An aircraft has to fly from TIREE (56°29'N 006°53'W) direct to ABERDEEN (57°19'N 002°16'W). What is the minimum grid safe altitude for this route?",5700 ft,3600 ft,5600 ft,4400 ft,1,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart ""E HI 2""<br>The radio navigation aid(s) at (55°26'N 011°38'E) is/are:","VOR/DME, frequency 128.75 MHz.","VOR/DME, frequency 112.8 MHz.","VORTAC, frequency 128.15 MHz.","NDB, frequency 112.8 kHz.",2,,
Flight Plan,Refer to Jeppesen Training Route Manual - North Atlantic Plotting chart 'NAP' The distance from A (64°N 006°E) to C (62°N 020°W) is:,690 NM,720 NM,1 590 NM,1 440 NM,2,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart ""E HI 1""<br>The initial true course from TIREE 117.7 TIR (56°30'N 006°53'W) direct to INVERNESS 109.2 INS (57°32'N 004°03'W) is:",054°,236°,048°,062°,1,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart ""E HI 1""<br>What is the average magnetic course from ABERDEEN (57°19'N 002°16'W) to TIREE (56°30'N 006°53'W)?",247°,253°,267°,260°,4,,
Flight Plan,Refer to Jeppesen Training Route Manual - PARIS CDG - chart 20-3<br>Planning an IFR-flight from Paris (Charles de Gaulle) RWY 27 to London. The distance from PARIS Charles-de-Gaulle to top of climb (TOC) = 50 NM. Determine the distance from the top of climb (TOC) to ABB 116.6.,33 NM,24.5 NM,31 NM,36.5 NM,2,,
Flight Plan,"Refer to Jeppesen Training Route Manual - ZURICH - charts 10-2, 10-2A and 10-2B<br>Aeroplane arriving via route BLM 2Z only, should proceed via which route to EKRON int?",TRA R247 outbound to EKRON int.,HOC R067 via GOLKE to EKRON int.,WIL R018 outbound to EKRON int.,BLM R111 to GOLKE int then TRA R-247 inbound to EKRON int.,4,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart ""E LO 1""<br>What is the Maximum Authorised Altitude on airway W911D from DEAN CROSS 115.2 DCS (54°43'N 003°20'W) to NEWCASTLE 114.25 NEW (55°02'N 001°42'W)?",FL150,4700 ft,FL50,4200 ft,2,,
Flight Plan,Refer to figure 033-16<br>Find the climb time for en-route climb 280/0.74. Given:<br>Estimated Take-off Mass: 57 500 kg<br>Initial cruise: FL280<br>Average temperature during climb: ISA -10°C<br>Average headwind component: 18 kts,14 min,15 min,13 min,11 min,2,,
Flight Plan,You are on the final ILS approach for runway 33. What is your current MSA?,5 700 ft,5 000 ft,2 133 ft,4 000 ft,1,,
Flight Plan,"Refer to Jeppesen Training Route Manual - North Atlantic Plotting chart ""NAP"" The average magnetic course from C (62°N 020°W) to B (58°N 004°E) is:",099°,118°,109°,119°,4,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart ""E HI 2""<br>An aircraft has to fly on airways from ALMA (55°25'N 013°34'E) to SHILLING (57°33'N 014°00'E). What is the distance between these two points?",131 NM,45 NM,86 NM,60 NM,1,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart ""E hi 2""<br>An aircraft has to fly on airways from ODIN (55°35'N 010°39'E) to BOTTNA (57°45'N 013°48'E). Which of the following is an acceptable route for this flight?",ODN UR156 SKA UH42 BTD.,ODN UR12 PER UG5 SHG UH42 BTD.,ODN UR12/UN872 HIL UV30 BTD.,ODN UR156 LAV D17 CINDY UR46 BTD.,1,,
Flight Plan,Refer to Jeppesen Training Route Manual - LONDON HEATHROW - charts 10-2 and 11-4<br>Planning an IFR flight from Paris to London (Heathrow). Name the identifier and frequency of the initial approach fix (IAF) of the BIG 2A arrival route.,OCK 115.3 MHz,BIG 115.1 MHz,EPM 316 kHz,BIG 115.1 kHz,2,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart ""E LO 1""
What are the applicable GRID MORAs for a flight from DEAN CROSS 115.2 DCS (54°43'N 003°20'W) to TALLA 113.8 TLA (55°30'N 003°21'W) on airway A22?",42 and 39.,45 and 40.,42 and 40.,45 and 39.,2,,
Flight Plan,Refer to Jeppesen Training Route Manual - North Atlantic Plotting chart 'NAP' The initial magnetic course from A (64°N 006°E) to C (62°N 020°W) is:,271°,262°,267°,275°,4,,
Flight Plan,"Refer to Jeppesen Training Route Manual - North Atlantic Plotting chart ""NAP"" The average true course from A (64°N 006°E) to C (62°N 020°W) is:",079°,247°,259°,271°,3,,
Flight Plan,"Refer to figure 033-12. Find the true airspeed (TAS), given the following data:<br> Cruise: LRC at FL330<br> OAT: -63 °C<br> Gross mass: 50 500 kg",431 kts,433 kts,421 kts,418 kts,3,,
Flight Plan,Refer to Jeppesen Training Route Manual - chart 'E HI 1' The radio navigation aid(s) at (57°32'N 004°03'W) is/are:,"VOR/DME, frequency 109.2 kHz.","VOR, frequency 109.2 MHz, no DME available.","VOR/DME, frequency 109.2 MHz.","VOR, frequency 109.2 MHz, for INS update only.",3,,
Flight Plan,W/V: 280°/40 kts<br>ISA Deviation: -10 °C<br>Average True Course: 340°<br>Find ground distance to the top of climb (TOC),56 NM,50 NM,47 NM,53 NM,2,,
Flight Plan,Refer to Jeppesen Training Route Manual - chart 'E LO 1' <br>An appropriate flight level for flight on airway A2 from TALLA 113.8 TLA (55°30'N 003°21'W) to DEAN CROSS 115.2 DCS (54°43'N 003°20'W) is:,FL100,FL50,FL90,FL80,3,,
Flight Plan,Which of the following statements is correct for ANDIK departures from runway 19L?,Contact SCHIPHOL DEPARTURE 119.05 passing 2 000 ft and report altitude.,Maximum IAS 250 kts turning left at SPL 3.1 DME.,Cross ANDIK below FL60.,The distance to ANDIK is 25 NM.,1,,
Flight Plan,Refer to figure 033-09<br>Planning an IFR-flight from Paris to London for the twin jet aeroplane. Determine the TAS given the following:<br>Gross mass: 50000 kg<br>Flight level: FL280<br>Temperature: ISA -10°C<br>Cruise procedure: Mach 0.74,430 kts,440 kts,427 kts,417 kts,1,,
Flight Plan,Time needed to carry out such flight is:,5 hrs 02 min,4 hrs 43 min,4 hrs 10 min,4 hrs 26 min,2,,
Flight Plan,"Refer to figure 033-88<br>True Air speed: 170 kts<br>Wind in the area: 270°/40 kts<br>According to the attached the navigation log, an aircraft performs a turn overhead BULEN to reroute to ARD via TGJ. The given wind conditions remaining constant. The fuel consumption during the turn is 20 litres. The total fuel consumption at position overhead ARD will be:",1182 litres,1600 litres,1326 litres,1545 litres,4,,
Flight Plan,Refer to Jeppesen Training Route Manual - PARIS CDG - ILS RWY 27 - chart 21-2<br>The crossing altitude and descent instruction for a propeller aircraft at COULOMMIERS (CLM) are:,cross at FL60 descend to 4 000 ft.,cross at FL70 descend to 4 000 ft.,cross at FL60 and maintain.,cross at FL80 descend to FL70.,1,,
Flight Plan,Refer to Jeppesen Training Route Manual - PARIS CDG - chart 20-3 Determine the distance of the departure route ABB 8A:,72.5 NM,72 NM,74.5 NM,74 NM,3,,
Flight Plan,Refer to Jeppesen Training Route Manual - chart 'E HI 2' <br> What is the meaning of the chart information for the navaid(s) LANDVETTER (57°39'N 012°17'E)?,VOR/DME with identification LAV available on frequency 114.6 MHz.,VOR/DME and NDB with identification LAV available on frequency 114.6 MHz.,DME only with identification LAV available on frequency 114.6 MHz.,Doppler VOR only with identification LAV available on frequency 114.6 MHz.,1,,
Flight Plan,Refer to Jeppesen Training Route Manual - chart 'E HI 2' The identifier of the radio navigation aid at (56°06'N 012°15'E) is:,WX,NOA,NORA,SVD04,2,,
Flight Plan,Refer to figure 033-15<br>Find the True Airspeed (TAS) and cruise distance (NAM) for a twin jet aeroplane given the following data:<br>Cruise: LRC at FL350<br>OAT: -45 °C<br>Gross mass at the beginning of the leg: 40 000 kg<br>Gross mass at the end of the leg: 39 000 kg,"TAS 423 kts, 227 NAM","TAS 431 kts, 1 163 NAM","TAS 433 kts, 227 NAM","TAS 423 kts, 936 NAM",3,,
Flight Plan,"Refer to Jeppesen Training Route Manual - MUNICH - charts 10-2, 10-2A and 10-2B<br>The correct arrival route and Initial Approach Fix (IAF) for an arrival from the west via TANGO for runway 08 L/R is:","DKB 1T,IAF ROKIL.","AALEN 1T,IAF ROKIL.","AALEN 1T,IAF MBG.","NDG 1T, IAF ROKIL.",2,,
Flight Plan,Refer to Jeppesen Training Route Manual - MADRID BARAJAS - ILS DME RWY 33 - chart 11-1<br>The minimum glide slope interception altitude for a full ILS is:,3 500 ft,4 000 ft,1 567 ft,2 067 ft,2,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart ""E HI 2""<br>The identifier of the radio navigation aid at (56°07'N 012°36'E) is:",ASTOR,SVD03,AOR,SVD,3,,
Flight Plan,Refer to figure 033-20<br>A turbojet aeroplane flies using the following data:<br>Mass: 156 500 kg<br>Cruise level: FL 330<br>Cruise speed: Long Range (LRC)<br>Wind component: 40 kts tail<br>With a remaining flight time of 1 h 10 min the ground distance that can be covered by the aeroplane at cruising speed is:,518 NM,539 NM,493 NM,,2,,
Flight Plan,With a remaining flight time of 1 h 10 min the ground distance that can be covered by the aeroplane at cruising speed is:,518 NM,539 NM,493 NM,471 NM,2,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart ""E LO 1""<br>The magnetic course/distance from TALLA 113.8 TLA (55°30'N 003°21'W) to DEAN CROSS 115.2 DCS (54°43'N 003°20'W) on airway A2 is:",005° / 18 NM.,005° / 47 NM.,185° / 47 NM.,185° / 18 NM.,3,,
Flight Plan,Refer to Jeppesen Training Route Manual - LONDON HEATHROW - ILS DME RWY 09L - chart 11-2<br>The decision altitude for an ILS straight-in landing is:,400 ft,480 ft,200 ft,280 ft,4,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart ""E HI 2""<br>An aircraft has to fly from SHILLING (57°33'N 014°00'E) to ALMA (55°25'N 013°34'E). What is the minimum grid safe altitude for this route?",2 900 ft,2 700 ft,2 500 ft,3 200 ft,4,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart ""E LO 1""<br>The minimum enroute altitude (MEA) that can be maintained continuously on advisory route W911D from NEWCASTLE 114.25 NEW (55°02'N 001°42'W) to DEAN CROSS 115.2 DCS (54°43'N 003°20'W) is:",FL150,FL50,4200 ft,4700 ft,2,,
Flight Plan,"Refer to Jeppesen Training Route Manual - PARIS CDG - chart 20-3<br>Planning an IFR-flight from Paris Charles de Gaulle to London. SID is ABB 8A. Assume:<br>Variation: 3°W<br>TAS: 430 kts<br>W/V: 280/40<br>Distance to top of climb: 50 NM<br>Determine the magnetic course, ground speed and wind correction angle from top of climb to ABB 116.6.","MC 349°, GS 414 kts, WCA -5°.","MC 349°, GS 414 kts, WCA +5°.","MC 169°, GS 450 kts, WCA +4°.","MC 349°, GS 450 kts, WCA +4°.",1,,
Flight Plan,"Determine the magnetic course, ground speed and wind correction angle from top of climb to ABB 116.6.","MC 349°, GS 414 kts, WCA -5°.","MC 349°, GS 414 kts, WCA +5°.","MC 169°, GS 450 kts, WCA +4°.","MC 169°, GS 414 kts, WCA +5°.",1,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart ""E HI 4"" - CAA Edition<br>Of the following, the preferred airways routing from FRANKFURT FFM 114.2 (50°03'N 008°38'E) to KOKSY (51°06'N 002°39'E) above FL245, on a Wednesday is:",UG1.,UR10 NTM UB6 BUB ATS.,UG108 SPI UG1.,UB69 DINKI UB6 BUB ATS.,2,,
Flight Plan,Refer to figure 033-41<br>Planning an IFR-flight from Paris to London for the twin jet aeroplane. Given:<br>Estimated Landing Mass: 49700 kg<br>Cruising level: FL280<br>Average wind: 280° / 40 kts<br>Average True Course: 320°<br>Procedure for descent: 0.74 M/250 KIAS<br>Determine the time from the top of descent to London (elevation 80 ft).,19 min,10 min,17 min,,1,,
Flight Plan,Determine the time from the top of descent to London (elevation 80 ft).,19 min,10 min,17 min,8 min,1,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart ""E HI 1""<br>The direct distance from TIREE 117.7 TIR (56°30'N 006°53'W) to INVERNESS 109.2 INS (57°32'N 004°03'W) is:",204 NM,192 NM,112 NM,360 km,3,,
Flight Plan,"Refer to Jeppesen Training Route Manual - North Atlantic Plotting chart ""NAP""<br>On a direct great circle course from REYKJAVIK (64°10'N 022°00'W) to AMSTERDAM (52°32'N 004°50'E), the<br>(a) average true course, and<br>(b) distance, are:",(a) 311° (b) 1 824 NM.,(a) 140° (b) 1 824 NM.,(a) 131° (b) 1 095 NM.,(a) 118° (b) 1 095 NM.,3,,
Flight Plan,"Refer to Jeppesen Training Route Manual - chart ""E LO 1"". The radio navigation aid at TOPCLIFFE (54°12'N 001°22'W) is a:","TACAN, channel 84, and an NDB frequency 92 kHz only.","VORTAC, frequency 113.7 MHz, and an NDB frequency 92 kHz.","TACAN, channel 84, and a VOR frequency 113.7 MHz only.","TACAN only, channel 84, (frequency 113.7 MHz).",4,,
Flight Plan,Refer to Jeppesen Training Route Manual - North Atlantic Plotting chart 'NAP' The initial true course from A (64°N 006°E) to C (62°N 020°W) is:,246°,275°,267°,271°,4,,
Flight Plan,Refer to Jeppesen Training Route Manual - LONDON HEATHROW - ILS DME RWY 09R - chart 11-1 Which of the following is the correct Minimum Safe Altitude (MSA) for the airport?,West sector 2 300 ft within 25 NM.,West sector 2 100 ft within 25 NM.,East sector 2 100 ft within 50 NM.,East sector 2 300 ft within 50 NM.,2,,
Flight Plan,Refer to Jeppesen Training Route Manual - chart 'E HI 2' <br> An aircraft has to fly from the TNO VOR (55°46'N 011°26'E) on a direct route to the HAR VOR (57°50'N 012°42'E). What is the magnetic track and distance for this flight?,029° / 69 NM.,018° / 129 NM.,007° / 131 NM.,013° / 117 NM.,2,,
Flight Plan,Refer to figure 033-91<br>Find the fuel mileage penalty for the twin jet aeroplane with regard to the given flight level. Given:<br>â€¢ FL310<br>â€¢ Long range cruise<br>â€¢ Cruise mass of 53 000 kg,10%,4%,1%,0%,2,,
Flight Plan,"Refer to figure 033-113<br>Given the following information, calculate the all engine cruise fuel consumption between two waypoints:<br>Gross Mass: 8 000 kg<br>Distance: 95 NM<br>Cruise: FL 50<br>TAS: 130 kts<br>Headwind: 15 kts<br>Temperature: ISA",372 kg,353 kg,329 kg,,1,,
Flight Plan,Distance: 95 NM<br>Cruise: FL 50<br>TAS: 130 kts<br>Headwind: 15 kts<br>Temperature: ISA,372 kg,353 kg,329 kg,410 kg,1,,
