category,question,optionA,optionB,optionC,optionD,correct,image,explanation
RNAV,Which one of the following is an advantage of a Microwave Landing System (MLS) compared with an Instrument Landing System (ILS)?,It does not require a separate azimuth (localiser) and elevation (azimuth) transmitter.,It is insensitive to geographical site and can be installed at sites where it is not possible to use an ILS.,There is no restriction on the number of ground installations that can be operated because there is an unlimited number of frequency channels available.,The installation does not require to have a separate method (marker beacons or DME) to determine range.,2,,
RNAV,MLS not equipped with DME P:,provides the capability for CAT III approaches.,provides the capability for curved approaches but not of segmented approaches.,provides basically the same approach capabilities as ILS.,provides the capability for segmented approaches but of not curved approaches.,3,,
RNAV,In which frequency band does the Microwave Landing System (MLS) operate?,UHF,SHF,VHF,EHF,2,,
RNAV,"Refer to figure 062-26. Have a look at the attached picture. What does ""MAP"" mode (item 3) mean?",The optimum flight path to circumnavigate heavy weather will be indicated.,This mode is used to test the weather radar while stationary on the ground.,The ground / terrain will be indicated.,A chart / map from the navigation database will be indicated.,3,,
RNAV,Refer to figure 062-17<br>The pictures in the Annex are showing an aircraftâ€™s position with respect to some thunderstorm cells and the image the pilot is getting from the radar. To detect this â€œblind alleyâ€ the pilot should,select the cosecant square beam for better alley detection.,initiate a steep climb.,increase the range setting of his radar.,switch over from normal to WX-mode.,3,,
RNAV,Refer to figure 062-26<br>Changing the gain on control switch number 1 will change the:,sensitivity of the receiver.,range of the display.,power of the radar.,beam width.,1,,
RNAV,"The magnetic heading of an aircraft is 040°. On the Airborne Weather Radar display the relative bearing of and the distance to the most southerly part of Lands End (approximate position: 50°03'N , 005°40'W) are, 030°R and 80 NM. What is the position of the aircraft based on these observations? The slant range correction and the map convergency between aircraft position and lands end may be neglected.","(49°25'N , 007°30'W)","(48°50'N , 006°22'W)","(49°35'N , 007°36'W)","(49°45'N , 007°42'W)",1,,
RNAV,"Refer to figure 062-26. Have a look at the attached picture. What does ""WX + T"" mode (item 3) mean?",weather and turbulence,weather and terrain,world map and terrain,weather and traffic,1,,
RNAV,The prime factor in determining the maximum unambiguous range of a primary radar is the:,pulse repetition frequency.,power output.,size of parabolic receiver aerial.,height of the transmitter above the ground.,1,,
RNAV,"In a primary radar using pulse technique, pulse length determines:",target discrimination.,beam width.,maximum measurable range.,minimum measurable range.,4,,
RNAV,"In relation to primary radar, what does the term Pulse Recurrence Frequency signify?",The radar frequency used.,The time between each transmission of pulses.,The number of revolutions performed by the radar antenna per minute.,The number of pulses transmitted per second.,4,,
RNAV,"In a primary radar using pulse technique, the ability to discriminate between targets in azimuth is a factor of:",Pulse Recurrence Rate (PRR).,pulse length.,aerial rotation rate.,beam width.,4,,
RNAV,A ground radar transmitting at a Pulse Recurrence Frequency (PRF) of 1 200 pulses per second will have a maximum unambiguous target and range of approximately.,27 NM,135 NM,270 NM,67 NM,4,,
RNAV,"In relation to radar systems that use pulse technology, the term Pulse Recurrence Rate (PRR) signifies the:",ratio of pulse period to pulse width.,delay after which the process re-starts.,the number of cycles per second.,number of pulses per second.,4,,
RNAV,"In a primary radar using pulse technique, pulse recurrence frequency (PRF)/pulse recurrence rate (PRR) determines:",beam width.,minimum range.,target discrimination.,maximum theoretical range.,4,,
RNAV,"Ignoring pulse length, the maximum pulse repetition frequency (PRF) that can be used by a primary radar facility to detect targets unambiguously to a range of 200 NM is: (pps - pulses per second)",375 pps,308 pps,782 pps,405 pps,4,,
RNAV,"When an operator increases the range on a radar-display, in general:",the PRF becomes lower and the pulse length larger.,the PRF becomes higher and the pulse length smaller.,both the PRF and the pulse length increase.,both the PRF and the pulse length decrease.,1,,
RNAV,Which of the following radar equipments operate by means of the pulse technique?<br>1) Aerodrome Surface Movement Radar.<br>2) Airborne Weather Radar.<br>3) Secondary Surveillance Radar (SSR).<br>4) Aerodrome Surveillance (approach) Radar.,"1, 2 and 4 only","2, 3 and 4 only","1, 2, 3 and 4",2 and 4 only,3,,
RNAV,The maximum pulse repetition frequency (PRF) that can be used by a primary radar facility in order to detect targets unambiguously at a range of 50 NM is:,713 pps (pulses per second).,3 240 pps.,1 620 pps.,610 pps.,3,,
RNAV,"The minimum range of a primary radar, using the pulse technique, is determined by the ___ and the maximum unambiguous range by the ___.","pulse length; pulse recurrence frequency","transmission frequency; pulse recurrence frequency","transmission frequency; transmitter power output","pulse length; length of the timebase",1,,
RNAV,"For any given circumstances, in order to double the effective range of a primary radar the power output must be increased by a factor of:",8,2,4,16,4,,
RNAV,Which of the following equipment uses primary radar principles?,Secondary Surveillance Radar (SSR).,Distance Measuring Equipment (DME).,Airborne weather radar (AWR).,Global Positioning System (GPS).,3,,
RNAV,The maximum range of primary radar depends on:,frequency.,pulse length.,pulse repetition frequency.,wave length.,3,,
RNAV,The main factor which determines the minimum range that can be measured by a pulsed radar is:,pulse repetition rate.,pulse length.,pulse amplitude.,pulse frequency.,2,,
RNAV,"In a primary radar using pulse technique, PW (Pulse Width or also called Pulse Length) determines:",maximum theoretical range.,beam width.,target discrimination.,minimum range.,4,,
RNAV,"Ignoring pulse length and fly-back, a radar facility designed to have a maximum unambiguous range of 50 km will have a PRF of:",330,3000,167,6000,2,,
RNAV,"Assuming sufficient transmission power, the maximum range of a ground radar with a pulse repetition frequency of 450 pulses per second is (assuming velocity of light is 300 000 km/s)?",1 333 km,150 km,333 km,666 km,3,,
RNAV,The theoretical maximum range for an Airborne Weather Radar is determined by the:,pulse repetition frequency.,beam width.,carrier wave frequency.,pulse length.,1,,
RNAV,A Primary radar operates on the principle of:,pulse technique.,phase comparison.,continuous wave transmission.,transponder interrogation.,1,,
RNAV,Which combination of characteristics gives best screen picture in a primary search radar?,Short pulse length and wide beam.,Long pulse length and wide beam.,Short pulse length and narrow beam.,Long pulse length and narrow beam.,3,,
RNAV,What information may be displayed on an ATC radar screen connected only to a primary radar system?,"Aircraft position, SSR code and altitude.",Aircraft position and SSR code.,Aircraft altitude.,Aircraft position only.,4,,
RNAV,Moving Target Indication (MTI) in ground radar is applied to:,emphasise the difference between slow and fast moving echoes.,emphasis all echoes travelling faster than a certain speed selected by the operator.,assess the travelling speed of moving echoes.,suppress all stationary echoes.,4,,
RNAV,Echoes that do not change in distance from the antenna (relative speed zero) of a ground radar with a Moving Target Indicator (MTI) are dangerous for the following reason:,The frequency of the transmitted radar signals changes too much by the Doppler effect.,The radar is not able to display two echoes moving in the same direction.,The MTI does not recognise this as a moving object due to the blind speed.,The moving target indicator (MTI) eliminates such echoes.,4,,
RNAV,The Moving Target Indication (MTI) in a primary radar has the following function:,Erase all stationary targets.,Enable staggered pulse repetition.,Transmit the aircraft velocity.,Minimise the transmitted pulse length.,1,,
RNAV,"On which of the following radar displays is it possible to get an indication of the shape and to some extent the type, of the aircraft generating the return?",Secondary Surveillance Radar (SSR).,Airborne Weather Radar (AWR).,Aerodrome Surface Movement Radar (ASMR).,Aerodrome Surveillance (approach) Radar.,3,,
RNAV,Explain which radar system is used to detect aircraft that are not equipped with a (operational) transponder?,SSR or Secondary Surveillance Radar,PSR or Primary Surveillance Radar,MLAT or Multilateral Surveillance Radar,AT or Active Transponder Radar,2,,
RNAV,The maximum range obtainable from an ATC Long Range Surveillance Radar is approximately:,200 - 300 NM,50 - 100 NM,100 - 200 NM,300 - 400 NM,1,,
RNAV,"Increasing the gain by turning the ""gain control knob"" of an AWR will result in the following:",The brightness of the display increases.,The receiver sensitivity changes and areas with high intensity will fade out.,The receiver sensitivity changes and areas with lower intensity will be shown.,The range increases.,3,,
RNAV,Airborne weather radar systems use a wavelength of approximately 3 cm in order to:,detect the smaller cloud formations as well as large.,transmit at a higher pulse repetition frequency for extended range.,detect the larger water droplets.,obtain optimum use of the cosecant squared beam.,3,,
RNAV,A frequency of airborne weather radar is:,9375 kHz,9375 GHz,9375 MHz,93.75 MHz,3,,
RNAV,"In order to ascertain whether a cloud return on an Aircraft Weather Radar (AWR) is at or above the height of the aircraft, the tilt control should be set to: (Assume a beam width of 5°)",2.5° down,2.5° up,5° up,0°,2,,
RNAV,What is the correct tilt setting of a weather radar?,"During any phase of flight, the tilt of the weather radar will always be adjusted to the optimum tilt.","During a climb, the tilt needs to be decreased to scan for hazardous clouds.",A high tilt setting is helpful to detect a thunderstorm during a climb.,A low tilt setting should be used during descent if thunderstorms are expected.,2,,
RNAV,The antenna of modern airborne weather radars are stabilized by means of:,artificial gravity switches.,feedback from the antenna accelerometers.,inputs from the aircraft's attitude system.,mercury switches.,3,,
RNAV,In general the operation of airborne weather radar equipment on the ground is:,totally prohibited.,unrestrictedly permitted in aerodrome maintenance areas.,permitted anywhere.,"only permitted with certain precautions, to safeguard health of personnel and to protect equipment.",4,,
RNAV,Which of the following is a complete list of airborne weather radar antenna stabilisation axes?,Roll and pitch.,Roll and yaw.,Pitch and yaw.,"Roll, pitch and yaw.",1,,
RNAV,The ISO-ECHO facility of an airborne weather radar is provided in order to:,detect areas of possible severe turbulence in cloud.,give an indication of cloud tops.,extend the mapping range.,inhibit unwanted ground returns.,1,,
RNAV,Which of the following lists the phenomena unlikely to be detected by radar?,Turbulence in cloud that has precipitation.,Snow and clear air turbulence.,Precipitation.,Wet snow and turbulence in cloud that has precipitation.,2,,
RNAV,Which is the corresponding frequency if an airborne weather radar (AWR) transmits a pulse with a wavelength of approximately 3.2 cm?,9 600 000 Hz,93 750 MHz,9.375 GHz,93.75 kHz,3,,
RNAV,In an Airborne Weather Radar that has a colour cathode ray tube (CRT) increasing severity of rain and turbulence is generally shown by a change of colour from:,yellow to orange to red.,yellow to amber to blue.,green to yellow to red.,green to red to black.,3,,
RNAV,"A weather radar, set to the 100 NM scale, shows a squall at 50 NM. By changing the scale to 50 NM, the return on the radar screen should:",increase in area and appear nearer to the bottom of the screen.,decrease in area but not change in position on the screen.,decrease in area and move to the top of the screen.,increase in area and move to the top of the screen.,4,,
RNAV,When using airborne weather radar in the mapping mode in polar areas one runs the risk:,of aurora borealis (polar light) causing false returns.,of getting a distorted picture because of ice reflection.,of mistaking the edge of coastal ice off shore for the real coastline.,of underestimating distances because the cold seawater is causing super refraction.,3,,
RNAV,In which mode of operation does the aircraft weather radar use a cosecant radiation pattern?,MANUAL,MAPPING,CONTOUR,WEATHER,2,,
RNAV,Airborne Weather Radar has been primarily developed to detect:,areas of severe clear air turbulence.,areas of wind sheer and severe aircraft icing.,the kinds of precipitation which are usually accompanied by turbulence.,"all kinds of frozen precipitation such as hail, snow and graupel.",3,,
RNAV,Which statement relating to the stabilization of airborne weather radar antennae is true?,"They are stabilized with respect to the pitch, roll, and yaw-axis.",They are stabilized with respect to the pitch and roll axis but not with respect to the yaw-axis.,The pilot can choose the axes of stabilization with the system's stabilization selector switch.,"They are stabilized with respect to the yaw-axis, but not with respect to the pitch and roll axis.",2,,
RNAV,Which of the following cloud types is most readily detected by airborne weather radar?,Altostratus,Cumulus,Stratus,Cirrocumulus,2,,
RNAV,"In the Mapping Mode of an Airborne Weather Radar which can utilise two different beam shapes, the:",fan shaped beam effective up to a range of 150 NM is used.,pencil beam effective from zero to 150 NM is used.,fan shaped beam effective up to a maximum of 50 NM to 60 NM range is used.,pencil beam to a maximum range of 60 NM is used.,3,,
RNAV,"In Airborne Weather Radar (AWR), the main factors which determine whether a cloud will be detected are:",size of the water drops and wavelength / frequency used.,range from cloud and wavelength / frequency used.,size of the water drops and diameter of radar scanner.,rotational speed of radar scanner and range from cloud.,1,,
RNAV,The pencil shaped beam of an airborne weather radar is used in preference to the mapping mode for the determination of ground features:,beyond 150 NM because the wider beam gives better definition.,beyond 100 NM because insufficient antenna tilt angle is available with the mapping mode.,when approaching coast-lines in polar regions.,beyond 50 to 60 NM because more power can be concentrated in the narrower beam.,4,,
RNAV,"To improve the detection of precipitation area(s) in e.g. thunderstorms, in which the top of the cloud lies at or slightly above the level of flight:",the tilt setting should be lower when the selected range increases.,the tilt setting should be higher when the aircraft climbs to a higher altitude.,the tilt setting should be higher when the selected range decreases.,the tilt setting should be lower when the aircraft climbs to a higher altitude.,4,,
RNAV,In weather radar the use of a cosecant beam in Mapping mode enables:,scanning of a large ground zone producing echos whose signals are practically independent of distance.,better reception of echos on contrasting terrain such as ground to sea.,higher definition echoes to be produced giving a clearer picture.,a greater radar range to be achieved.,1,,
RNAV,Which is the corresponding frequency if an airborne weather radar (AWR) transmits a pulse with a wavelength of approximately 3.12 cm?,93.8 kHz,9.38 MHz,9.386 Hz,9380 MHz,4,,
RNAV,In which frequency band do most airborne weather radars operate?,VHF,EHF,UHF,SHF,4,,
RNAV,A frequency of 10 GHz is considered to be the optimum for use in an airborne weather radar system because:,less power output is required in the mapping mode.,static interference is minimised.,the larger water droplets will give good echoes and the antenna can be kept relatively small.,greater detail can be obtained at the more distant ranges of the smaller water droplets.,3,,
RNAV,In an Airborne Weather Radar the areas of greatest turbulence are usually indicated on the screen by:,blank areas where there is no colour.,colour zones of red and magenta.,colour zones of green and yellow.,areas which are coloured black.,2,,
RNAV,Airborne weather radars are generally based on the use of:,primary radar in the UHF band.,secondary radar in the SHF band.,primary radar in the SHF band.,secondary radar in the VHF band.,3,,
RNAV,When and from which station is an SPI (Special Position Identification) pulse sent?,"From the aircraft transponder, when the pilot selects a new squawk code.","From the ground station, and it is sent with all transmissions to identify the station.","From the aircraft transponder, when the pilot pushes the IDENT button.","From the ground station, when the controller pushes the request ident button.",3,,
RNAV,Why is a secondary radar display screen free of storm clutter?,A moving target indicator facility suppresses the display of static or near static returns.,The principle of echo return is not used in secondary radar.,The frequencies employed are too high to give returns from moisture sources.,The frequencies employed are too low to give returns from moisture sources.,2,,
RNAV,"In order to indicate an emergency situation, the aircraft Secondary Surveillance Radar (SSR) transponder should be set to:",7700,7600,7000,7500,1,,
RNAV,Which answer is correct concerning information determined and shown by ATC PSR (Primary Surveillance Radar) and SSR (Secondary Surveillance Radar) systems?,"PSRs determine and show: target range
SSRs determine and show: target range, bearing, altitude / height of the aircraft, selective addressing, full two-way data link","PSRs determine and show: target range, bearing, aircraft identification
SSRs determine and show: aircraft identification codes, aircraft altitude, selective addressing, full two-way data link","PSRs determine and show: target range, bearing
SSRs determine and show: target range, bearing, aircraft identification codes, aircraft altitude, selective addressing, full two-way data link","PSRs determine and show: target range, bearing, aircraft altitude
SSRs determine and show: target range, bearing, aircraft identification codes, aircraft height, selective addressing, full two-way data link",3,,
RNAV,The two main design functions of Secondary Surveillance Radar (SSR) Mode S are:,collision avoidance using TCAS II and improved long range (HF) communication capability.,continuous automatic position reporting using Global Positioning System (GPS) satellites and collision avoidance using TCAS II.,air to ground and ground to air data link communications and improved ATC aircraft surveillance capability.,the elimination of ground to air communications and the introduction of automatic separation between aircraft using TCAS II.,3,,
RNAV,Which of the following equipment works on the interrogator/transponder principle?,Secondary Surveillance Radar (SSR).,Aerodrome Surface Movement Radar.,Airborne Weather Radar (AWR).,Global Positioning System (GPS).,1,,
RNAV,What causes garbling in an SSR?,A phenomena that happens in the aircraft receiver when replies from different ground stations are received and interpreted.,A phenomena that happens when the ground station interprets replies from aircraft which are intended for a different ground station.,A phenomena that happens in the aircraft receiver due to superposition of two replies from different ground stations.,A phenomena that happens in the ground receiver due to superposition of two replies from different transponders.,4,,
RNAV,When an aircraft is operating its Secondary Surveillance Radar in Mode C an air traffic controller's presentation gives information regarding the aircraft's indicated pressure altitude in increments of:,250 ft,200 ft,100 ft,150 ft,3,,
RNAV,Garbling in mode A and C may occur:,"with two or more aircraft in different directions from the ground station, at the same altitude and a slant range of less than 1.7 NM.",when two or more aircraft are in approximately the same direction from the interrogator with a difference in slant range of less than 1.7 NM.,"with two or more aircraft in different directions from the interrogator, at the same altitude and a slant range of more than 1.7 NM.",when two or more aircraft are in approximately the same direction from the ground station with a difference in slant range of more than 1.7 NM.,2,,
RNAV,What is true about code garbling?,It happens at the ground station when interrogation pulses of two different aircraft transponders are received.,It happens at the transponder when interrogation pulses of two different ground stations are received.,It happens at the transponder when the transponder is not able to distinguish between Mode A and Mode C interrogation.,It happens at the ground station when mode A/C replies of two different aircraft overlap (in terms of time).,4,,
RNAV,What is the maximum number of usable Secondary Surveillance Radar (SSR) transponder codes in Mode A?,4096,760,1000,3600,1,,
RNAV,Which one of the following is an advantage of a secondary radar system when compared to a primary radar system?,"The relatively small ground antenna transmits no side lobes, thus eliminating the danger of false replies from the airborne transponder.",Is not limited to line of sight.,Possibility of obtaining speed information for aircraft within range.,The required power of transmission from the ground equipment is reduced.,4,,
RNAV,What is the function of pulse P2 in mode A/C â€“ interrogation?,To avoid responses from aircraft which are located in the direction of the side lobes of the interrogator antenna.,To avoid code garbling if two aircraft are located in the same direction (as seen from the interrogator) and at a distance of less than approximately 1.7 NM apart.,"To avoid ""fruiting"" if an aircraft is interrogated by more than one SSR-interrogator at the same time.",To determine the interrogation mode.,1,,
RNAV,Which statement with respect to interrogation modes is correct?,"Intermode A/C/S all call and Intermode A/C only all call, differ in the pulse spacing used between the P1 and P3 pulse.",Mode S Selective will trigger replies of all mode S transponders. Mode A/C transponders are suppressed.,Mode S Broadcast will transmit information to all mode S transponders.,Mode S Only all-call will trigger transponder replies of all mode A/C/S transponders.,3,,
RNAV,"In order to indicate unlawful interference with the planned operation of the flight, the aircraft Secondary Surveillance Radar (SSR) transponder should be selected to:",7600,7500,7000,7700,2,,
RNAV,What does it mean if a transponder receives a P2 pulse which is stronger than P1 (and P3) pulses?,The ground station is out of service.,The transponder responses will be suppressed for a short time interval.,P1 and P3 pulses will be reinforced to gain the same level.,The transponder responses will be reinforced.,2,,
RNAV,With mode-S each aircraft can be uniquely interrogated and identified by using the:,Special Position Identification (SPI) pulse.,"24 bits address code, giving more than 16 million possible codes.",twelve-pulse train giving 2^12 possible codes.,long (30.25 msec) P3 pulse.,2,,
RNAV,The code transmitted by a SSR transponder consists of:,phase differences.,amplitude differences.,pulses.,frequency differences.,3,,
RNAV,The selection of code 7600 on an aircraft SSR transponder indicates:,radio communication failure.,transponder malfunction.,unlawful interference with the planned operation of the flight.,an emergency.,1,,
RNAV,In order to indicate radio failure the aircraft SSR transponder should be selected to code:,7700,7000,7500,7600,4,,
RNAV,The frequency of an SSR ground transmission is:,1 120 MHz.,1 050 MHz.,1 030 MHz.,1 090 MHz.,3,,
RNAV,The selection of code 7500 on an aircraft SSR transponder indicates:,unlawful interference with the planned operation of the flight.,an emergency.,radio communication failure.,transponder malfunction.,1,,
RNAV,"The ground Secondary Surveillance Radar (SSR) equipment incorporates a transmitter and receiver respectively operating in the following frequencies (transmitter; receiver):","1 090 MHz; 1 030 MHz.","1 090 MHz; 1 090 MHz.","1030 МHz; 1 090 MHz.","1 030 MHz; 1 030 MHz.",3,,
RNAV,Which statement is correct with respect to selections on the transponder control panel?,"With ON selected a reply in the modes A, C and S can be transmitted.",The correct ICAO 24 bits aircraft address code must be inserted on the control panel.,With the selector knobs the four digits of the squawk can be selected using the decimal symbols 0 through 9.,"With ALT selected a reply in the modes A, C and S can be transmitted.",4,,
RNAV,When Mode C is selected on the aircraft SSR transponder the additional information transmitted is:,pressure altitude based on 1013.25 hPa.,height based on QFE.,altitude based on regional QNH.,aircraft height based on sub-scale setting.,1,,
RNAV,"""Fruiting"" is caused by:",aeroplane in close proximity responding to the same interrogation.,an aeroplane's transponder responding to side lobes or reflections of the interrogation signal.,doppler effect on targets moving radially towards or away from the ATC radar station.,aeroplane at range responding to interrogations from another ATC radar station.,4,,
RNAV,What is the term used for situations when a specific SSR ground station receives reply pulses from an aircraft which are caused by interrogations from a different SSR ground station?,Selective addressing,Fruiting,Code garbling,SPI,2,,
RNAV,The selection of code 7700 on an aircraft SSR transponder indicates:,unlawful interference with the planned operation of the flight.,radio communication failure.,an emergency.,transponder malfunction.,3,,
RNAV,"Refer to figure 062-01. Which of the distances indicated will be shown on a basic VOR/DME based Area Navigation Equipment when using a ""Phantom Station"" as depicted on the picture?",14 NM,11 NM,8 NM,9 NM,4,,
RNAV,Refer to figure 062-10<br>What wind velocity is indicated in display 3?,285°M / 20 kts,030°M / 20 kts,255°M / 20 kts,105°M / 20 kts,4,,
RNAV,Refer to figure 062-10<br>Which of the figures depicts an EFIS display in FULL VOR/ILS mode with an VOR frequency selected?,Figure 6.,Figure 5.,Figure 4.,Figure 1.,4,,
RNAV,Refer to figure 062-10<br>Which of the figures depicts an EFIS display in Expanded (EXP) VOR/ILS mode with an ILS frequency selected?,Figure 2.,Figure 5.,Figure 6.,Figure 3.,2,,
RNAV,Refer to figure 062-10<br>What is the instantaneous aircraft track in display 5?,260° (M),280° (M),272° (M),300° (M),3,,
RNAV,Refer to figure 062-10<br>What drift is being experienced in display 5?,8° left.,20° left.,12° right.,20° right.,1,,
RNAV,Refer to figure 062-10<br>Which of the figures depicts an EFIS display in the Expanded (EXP) VOR/ILS mode with a VOR frequency selected?,Figure 1.,Figure 4.,Figure 5.,Figure 6.,2,,
RNAV,Refer to figure 062-10<br>Which of the figures depicts an EFIS display in FULL VOR/ILS mode with an ILS frequency selected?,Figure 5.,Figure 2.,Figure 6.,Figure 3.,3,,
RNAV,"Refer to figure 062.10<br>The ""O"" followed by the letters ""KABC"" indicates in display 3:",an off-route VOR/DME.,an off-route airport.,a designated alternate airport.,the destination airport.,2,,
RNAV,Refer to figure 062-10<br>Which of the figures depicts an EFIS display in MAP mode?,Figure 4.,Figure 1.,Figure 3.,Figure 2.,3,,
RNAV,Refer to figure 062-10<br>The aircraft in display 5 is:,left of the localiser and below the glide path.,right of the localiser and above the glide path.,right of the localiser and below the glide path.,left of the localiser and above the glide path.,3,,
RNAV,Refer to figure 062-10<br>What is the heading bug selected to in display 5?,260° (M),272° (M),300° (M),280° (M),1,,
RNAV,Refer to figure 062-10<br>The track from TBX to YTB in display 2 is:,097° (T),170° (M),280° (T),140° (M),1,,
RNAV,Refer to figure 062-10<br>What is the manually selected heading (heading bug) on display 4?,272° (M),300° (M),280° (M),260° (M),4,,
RNAV,Refer to figure 062-10. What is the value of the selected course on display 4?,260° (M),280° (M),272° (M),298° (M),4,,
RNAV,Refer to figure 062-10<br>Which of the figures depicts an EFIS display in a PLAN mode?,Figure 2.,Figure 4.,Figure 6.,Figure 3.,1,,
RNAV,Refer to figure 062-10<br>The letters QTX and adjacent symbol indicate in display 2:,Airport,TACAN,VOR,VOR/DME/VORTAC,4,,
RNAV,One of the benefits of RNAV is:,RNAV allows aircraft to take a more direct flight path without requiring to fly over ground based facilities.,RNAV allows to obtain ATC clearance by HF radio without the requirement to establish any radio contact.,RNAV allows pilots to manage horizontal and vertical separation with other aircraft without obtaining any ATC clearance.,RNAV allows to fly at RNAV flight level with a 500 ft separation.,1,,
RNAV,Precision RNAV (P-RNAV) requires a track-keeping accuracy of:,Â±1.0 NM for 95% of the flight time.,Â±10.0 NM for 95% of the flight time.,Â±8.0 NM for 95% of the flight time.,Â±5.0 NM for 95% of the flight time.,1,,
RNAV,To which performance does the RNP concept apply?,Navigation performance within an airspace using satellite navigation systems only.,Navigation performance relating to RNAV routes only.,Navigation performance within airspaces.,Navigation performance within an airspace and a certain time interval.,3,,
RNAV,Benefits of Area Navigation include:<br>1) shorter flight distance.<br>2) reduction in fuel and flight time.<br>3) no radio contact within RNAV airspace.<br>4) reduction in the number of ground navigation facilities.<br>5) pilot choice of vertical and horizontal separations.<br>The combination regrouping all the correct statements is:,"3, 4, 5","1, 2, 4, 5","1, 2, 4","2, 4, 5",3,,
RNAV,A 2D RNAV system has a capability to navigate in the:,horizontal and vertical planes.,vertical plane.,horizontal plane.,horizontal plane + it has a timing function.,3,,
RNAV,A 3D RNAV system has navigation capability in the horizontal plane:,and a cruise management system.,as well as in the vertical plane and a timing function.,and in the vertical plane.,and a speed management system.,3,,
RNAV,Area Navigation is a method of navigation that permits aircraft operation on any desired flight path within the limits of the capability of self contained systems. Which of the following systems is such a self contained system?,VOR/DME-system,DME/DME-system,Global Positioning System,Inertial Reference System,4,,
RNAV,RNP1 (Required Navigation Performance) requires a navigation performance of:,+/- 2 NM lateral 95% and longitudinal 90% of the flight time.,+/- 1 NM lateral 90% and longitudinal 95% of the flight time.,+/- 1 NM both lateral and longitudinal 95% of the flight time.,+/- 1 NM lateral 95% and longitudinal 90% of the flight time.,3,,
RNAV,Which factor makes the difference between a 3D-RNAV system and a 4D-RNAV system?,Time.,Temperature.,Altitude.,Density.,1,,
RNAV,A basic RNAV (B-RNAV) system requires:,RNP 2,RNP 3,RNP 1,RNP 5,4,,
RNAV,You are preparing for a descent and ATC asks you to arrive at a specific point and at specific time. What RNAV capability do you need to comply with such instruction?,4D RNAV,3D RNAV,2D B-RNAV,2D P-NAV,1,,
RNAV,Basic RNAV (B-RNAV) requires a track-keeping accuracy of:,Â±5 NM or better for 95% of the flight time.,Â±2 NM or better for 75% of the flight time.,Â±5 NM or better throughout the flight.,Â±3 NM or better for 90% of the flight time.,1,,
RNAV,"Aircraft equipped to operate to RNP 1 and better, should be able to:",correct by the exact value of its position error.,compute the exact value of its position error.,correct by an estimate of its position error.,compute an estimate of its position error.,4,,
RNAV,"On some charts you can find the following abbreviations: ""RNP AR APCH"". What does ""AR"" mean?",ARRIVING,AUTHORIZATION REQUIRED,AERODROME RUNWAY,AREA,2,,
RNAV,Which of the following statements regarding B-RNAV is correct?,B-RNAV can be used up to FL95. Above FL95 P-RNAV is required.,"For 95% of the flight time, the track keeping accuracy must not exceed 5 NM.",B-RNAV is only applicable when flying in TMA's.,"In case of B-RNAV, RNP1 is required.",2,,
RNAV,Which statement about RNAV-routes is correct?,A method of navigation which permits aircraft operation on any desired flight path.,RNAV-routes are only used in terminal areas in order to make more efficient use of the approach and landing facilities of an airport.,In general RNAV-routes coincide with standard routes in order to make optimum use of the available VOR/DME-stations.,All waypoints of RNAV-routes are called phantom stations.,1,,
RNAV,Which one of the following sensors / systems is self-contained?,VOR/DME.,Inertial Navigation System.,GPS.,Basic RNAV system.,2,,
RNAV,ICAO Annex 11 defines Area Navigation (RNAV) as a method of navigation which permits aircraft operation on any desired flight path:,within the coverage of station-referenced navigation aids provided that it is equipped with a minimum of one serviceable self-contained navigation aid.,outside the coverage of station-referenced navigation aids provided that it is equipped with a minimum of one serviceable self-contained navigation aid.,"within the coverage of station-referenced navigation aids or within the limits of the capability of self-contained aids, or a combination of these.",outside the coverage of station-referenced navigation aids provided that it is equipped with a minimum of two serviceable self-contained navigation aids.,3,,
RNAV,Which of the following nav aids can provide an RNAV system with position?,ADF,VDF,VOR / DME.,NDB.,3,,
RNAV,The inputs of information used to achieve the RNAV required accuracy may be:<br>1) NDB.<br>2) IRS.<br>3) VOR/DME.<br>4) GNSS.<br>The combination regrouping all the correct statements is:,"1, 2, 3, 4","1, 2, 3","2, 4","2, 3, 4",4,,
RNAV,Which of the following lists information required to input a waypoint or Phantom Station into a basic VOR/DME-based Area Navigation System?,Radial and distance from a VOR/DME to the waypoint or Phantom Station.,Radials from a minimum of two VORs to the waypoint or Phantom Station.,Magnetic track and distance from the aircraft to the waypoint or Phantom Station.,Magnetic track and distance to a VOR/DME from the waypoint or Phantom Station.,1,,
RNAV,"In order to enter a phantom waypoint that is designated by a VOR/DME simple RNAV system, the VOR/DME:",does not have to be in range when entered but must be when used.,has to be positively identified by one of the pilots.,must be in range.,does not have to be in range when entered or used.,1,,
RNAV,"A pilot is flying between two waypoints defined by suitably located VOR/DMEs. Equipped with a simple 2D RNAV system, this pilot:",must update any altitude change in RNAV system to have correct cross track error.,reads cross track error and the distance to go on CDI or HSI.,enters relative position between his aircraft and the VOR/DMEs on CDU to calculate the cross track error.,reads VOR/DME bearing and distance on CDI or HSI to compute himself the cross track error.,2,,
RNAV,Which of the following input data is used by a simple VOR/DME â€“ RNAV systems?,Valid VOR/DME signal and desired heading.,"Waypoint (phantom station), valid VOR/DME signal and desired course.","Waypoint (phantom station), valid VOR/DME signal and desired heading.",Desired course and desired heading.,2,,
