category,question,optionA,optionB,optionC,optionD,correct,image,explanation
OPS,"What is one of the things that must be done after a birdstrike?","An entry must be made in the FMS.","The pilot has to change the current flight plan.","The pilot-in-command shall inform the met office.","An entry must be made in the tech log.",4,,
OPS,"An aircraft whose maximum approved passenger seating configuration is 61 to 200 seats must be equipped with at least:","3 hand fire extinguishers conveniently located in the passenger compartment.","2 hand fire extinguishers conveniently located in the passenger compartment.","5 hand fire extinguishers conveniently located in the passenger compartment.","4 hand fire extinguishers conveniently located in the passenger compartment.",1,,
OPS,"In accordance with EASA AIR OPS, for aeroplanes certified before the 1 April 1998, cockpit voice recorder (CVR), when required, must keep the conversations and sound alarms recorded during the last:","flight.","25 hours of operation.","48 hours of operation.","30 minutes of operation.",4,,
OPS,"The operator shall select at least one destination alternate aerodrome for each instrument flight rules (IFR) flight:","unless the destination aerodrome is an isolated aerodrome.","unless the duration of the planned flight from take-off to landing or, in the event of in-flight replanning in accordance with CAT.OP.MPA.150(d), the remaining flying time to destination does not exceed eight hours.","unless three separate runways are available and usable at the destination aerodrome.","unless two separate runways are available and usable at the destination aerodrome and the appropriate weather reports and/or forecasts for the destination aerodrome indicate that, for the period from one hour before until one hour after the expected time of arrival at the destination aerodrome, the ceiling will be at least 2000 ft or circling height + 500 ft, whichever is greater, and the ground visibility will be at least 10 km or more.",1,,
OPS,"An aircraft with a two crew member flight deck is flying at an altitude of 11 000 ft and the cabin differential pressure is 0. Please select the correct statement with regard to this situation:","One pilot only needs to put on his oxygen mask.","Supplementary oxygen is only required when flying over high seas.","Both pilots need to put on their oxygen mask because the cabin altitude is above 10 000 ft.","Both pilots need to put on their oxygen mask if the time at this altitude is more than 30 minutes.",4,,
OPS,"According to EASA AIR OPS, a windshield wiper or equivalent means to maintain a clear portion of the windshield during precipitation is required at each pilot station to operate an aeroplane with a:","maximum approved passenger configuration of more than 9 seats.","maximum approved passenger configuration of more than 9seats.","maximum certificated Take-off Mass of more than 5 700 kg.","maximum certificated Take-off Mass of more than 15000 kg.",3,,
OPS,"An operator shall ensure that for the duration of each flight or series of flights, relevant information is preserved on the ground. This includes:","a copy of the calculated take-off performance.","meteorological information.","the calculation of the airborne fuel quantity.","mass and balance documentation, if required.",4,,
OPS,"In accordance with EASA AIR OPS, on board a non-pressurised aircraft, 10% of the passengers shall be supplied with oxygen throughout the entire flight time, after 30 minutes at pressure altitude greater than:","11 000 ft but not exceeding 12000 ft.","10 000 ft but not exceeding 13 000 ft.","10000 ft but not exceeding 12000 ft.","11 000 ft but not exceeding 13 000 ft.",2,,
OPS,"An operator shall not operate an aeroplane certificated to EASA CS-25, across an area in which search and rescue would be especially difficult, without survival equipment if it flies away from an area suitable for making an emergency landing at a distance greater than:","30 minutes at cruising speed.","90 minutes at cruising speed.","120 minutes at cruising speed.","60 minutes at cruising speed.",2,,
OPS,"In accordance with AIR OPS, the commander of an aeroplane with reciprocating engines should have a final reserve fuel for.","45 minutes of flight.","30 minutes of flight at holding speed at 1 500 ft above aerodrome elevation in standard conditions.","45 minutes of flight at holding speed at 1 500 ft above aerodrome elevation in standard conditions.","30 minutes of flight at cruising speed at FL140.",1,,
OPS,"What is a requirement for a time piece if there is no time piece fitted in the aircraft:","Two time pieces.","Each pilot shall have at least one time piece.","One time piece.","There is no requirement for carrying a time piece.",3,,
OPS,"What defines the size and type of Safety Management System for an AOC holder operating under EU regulation 965/2012?","A defined and established management system is mandatory for all operations approved under the AOC taking into account the areas of operations and hazards and associated risks inherent in there activities with complex motor powered aircraft.","The management system shall correspond to the size of the operator and the nature and complexity of its activities, taking into account the hazards and associated risks inherent in these activities.","The management system shall correspond to the number of aircraft registered by the AOC holder with the Authority.","The management system shall correspond to the size of the operator, the route structure and specific approval operations.",3,,
OPS,"In accordance with EASA AIR OPS, for a non-pressurized aircraft, all required cabin crew members shall be supplied with supplemental oxygen during:","the entire flight time at pressure altitudes above 10000 ft.","the entire flight time at pressure altitudes above 13 000 ft.","the entire flight time at pressure altitudes above 13000 ft and for any period exceeding 30 minutes at pressure altitudes above 10 000 ft but not exceeding 13000 ft.","the entire flight time after 30 minutes at pressure altitudes greater than 10 000 ft but not exceeding 13000 ft.",3,,
OPS,"According to EASA CS 25 - which of the following statements regarding an Emergency Demonstration is correct?","A full demonstration to passengers about all emergency equipment on board should be done before flight.","The maximum number of seats for passengers below an age of 24 months should be 20 or less.","Emergency exits should be free from any obstruction.","Only 50% of all emergency exits should be available.",4,,
OPS,"In accordance with EASA regulations, the operator shall ensure that:","for VFR flights conducted in class F airspace, vertical distance from clouds is at least 250 m.","for VFR flights conducted in class B airspace, horizontal distance from clouds is at least 1 000 m.","for VFR flights conducted in class E airspace, flight visibility at and above 3050 m (10000 ft) is at least 5 km (clear of cloud).","special VFR flights are not conducted when visibility is less than 1 500 m.",4,,
OPS,"What is the minimum RVR for conducting visual approach operations?","2400 m","800 m","550 m","1 600 m",2,,
OPS,"An aeroplane is intended to be operated at FL370. In accordance with EASA AIR OPS, the number of cabin oxygen masks (dispensing units) required is at least:","150% of the seating capacity.","100% of the seating capacity plus one additional mask per seat row.","100% of the seating capacity plus one additional mask per seat block.","110% of the seating capacity.",4,,
OPS,"According to AIR OPS, an operator must select twо destination alternates when the appropriate weather reports or forecasts for the destination, or any combination thereof. indicate that during a period commencing ___hour(s) before and ending ___ hour(s) after the estimated ___the weather conditions will be below the applicable planning minima.","one; one; time of departure","two; two; time of arrival","two; two; time of departure","one; one; time of arrival",4,,
OPS,"A so called VISUAL APPROACH:","is performed when either part or all of an instrument approach procedure is not completed and the approach is executed in visual reference to terrain.","can be performed during IFR approaches, if the cloud base is 1 000 ft higher than the appropriate DA or MDA for that procedure, and the visibility is at least 5.5 km.","can be performed during IFR and VFR approaches in VMC.","can be performed during IFR approaches, if the cloud base is 1 000 ft higher than the appropriate DA or MDA for that procedure.",1,,
OPS,"Fasten seat belt and no smoking signs. Please choose the correct statement:","Aeroplanes in which not all passenger seats are visible from the flight crew seat(s) shall be equipped with a means of indicating to all passengers and cabin crew when seat belts shall be fastened and when smoking is not allowed.","Aeroplanes in which not all passenger seats are visible from the flight crew seat(s) shall be equipped with a means of indicating to passengers, who are not visible for the crew, and cabin crew when seat belts shall be fastened and when smoking is not allowed.","Aeroplanes in which not all passenger seats are visible from the flight crew seat(s) shall be equipped with a means of indicating to some passengers and and all cabin crew members when seat belts shall be fastened and when smoking is not allowed.","Aeroplanes in which all passenger seats are visible from the flight crew seat(s) shall be equipped with a means of indicating to all passengers and cabin crew when seat belts shall be fastened and when smoking is not allowed.",1,,
OPS,"In accordance with EASA AIR OPS, for aeroplanes intended to be operated at pressure altitude of 39 000 ft, the total number of oxygen dispensing units and outlets shall exceed the number of:","passengers by at least 10%.","seats by at least 10%.","passengers.","seats.",2,,
OPS,"The minimum requirements for supplemental oxygen to be supplied in pressurized aeroplanes during and following an emergency descent are that for pilots it shall be available for the entire flight time that the cabin pressure altitude exceeds a minimum of___ feet.","14000 ft","25000 ft","13000 ft","15000 ft",3,,
OPS,"EASA AIRCREW Regulation establishes that, a co-pilot is not assigned to operate at the flight controls during take-off and landing unless:","he has carried out at least three flights as pilot-in-command or asa co-pilot at the controls of the type to be used, in the preceding 90 days.","he has carried out as pilot-in-command or as co-pilot at least three take-offs and three landings in an aeroplane or an approved flight simulator of the type used, in the preceding 90 days.","he has operated as pilot-in-command or as co-pilot at the controls during take-off and landing of the type to be used in the preceding 90 days.","he has carried out as pilot-in-command or as co-pilot at least three take-offs and three landings in an aeroplane or an approved flight simulator of the type used, in the preceding 30 days.",2,,
OPS,"The term Decision Height (DH) is used for.","an indirect approach.","a precision approach.","a conventional approach.","a conventional approach followed by a visual manoeuvre.",2,,
OPS,"In accordance with EASA AIR OPS and if required, the number of life rafts to be carried on board an aircraft must allow the transportation of the entire aircraft occupants:","plus 30%.","in the case of a loss of one raft of the largest rated capacity.","in the case of a loss of two rafts.","plus 10%.",2,,
OPS,"Unless sufficient life-rafts to carry all persons on board are carried, on overwater flights, an operator shall not operate an aeroplane at a distance away from land, which is suitable for making an emergency landing, greater than that corresponding to ___ minutes at cruising speed or ___ nautical miles, whichever is the lesser, for aeroplanes capable of continuing the flight to an aerodrome with the critical power unit(s) becoming inoperative at any point along the route or planned diversions.","30 minutes; 100 NM","120 minutes; 400 NM","45 minutes; 200 NM","90 minutes; 300 NM",2,,
OPS,"who is a key post holder within a company?","Saftey manager","safety standard manager & safety manager","Safety manager & saftery review board","safety pilot & safety manager",1,,
OPS,"in accordance with EASA AIR OPS, all occupants of flight deck seats on flight deck duty in a non-pressuriesed aircraft shall be supplied with supplemental oxygen for the entire flight time at pressure altitudes above","10 000 ft","15 000 ft","13 000 ft","14 000 ft",1,,
OPS,"According to EASA AIR OPS,a public address system is required to operate on an aeroplane with a maximum approved passenger seating configuration of more than:","19","30","9","61",1,,
OPS,"Which is the correct combination of the colour code label andthe corresponding content of a fire extinguisher?","black for CO> extinguishers","red for dry powder extinguishers","yellow for foam extinguishers","green for wet chemical extinguishers",1,,
OPS,""Each flight is subject toa preliminary file collecting a certain amount of information. The operator will see that this file is kept on ground. It contains more particularly<br><br>1) The weather conditions for the day including the weather forecast at destination.<br>2) One copy of the operational flight plan and, if required, the weight and balance sheet.<br>3) Copies of the relevant parts of the aircraft's technical log.<br>4) The enroute NOTAM documentation when specifically issued by the operator.<br>5) Notification for special loadings.<br>6) For each flight, details of the days performances and limitations with completed charts.<br><br>The combination regrouping all the correct statements is:"",""2,4"",""1,3,5"",""1, 2, 3, 4, 5,6"",""2, 3,4,5"",4,,
OPS,"For a non-precision or circling approach, the Minimum Descent Height (MDH) cannot be lower than:","350 ft.","400 ft.","the Obstacle Clearance Height (OCH).","200 ft.",3,,
OPS,"An aircraft is scheduled to fly from Paris to Marseilles at FL390 and has the following characteristics:<br><br>Maximum permissible number of passengers specified by the certificate of airworthiness:230<br>Number of seats on board:200<br>Scheduled number of passengers on board: 180<br><br>The minimum number of inhaler systems provided in the aircraft cabin should be:","200","180","220","230",3,,
OPS,"According to EASA AIR OPS, the lowest minima to be used by an operator in a category B aeroplane for circling are:","MDH: 600 ft and visibility. 2400 m.","MDH: 700 ft and visibility: 2600 m.","MDH: 400 ft and visibility: 1 500 m.","MDH: 500 ft and visibility: 1 600 m.",4,,
OPS,"According to EASA AIR OPS, the public address system must be audible and intelligible at:<br><br>1) all passenger seats.<br>2) toilets.<br>3) cabin crew seats.<br>4) work stations.<br><br>The combination regrouping all the correct statements is:","1","1,2,3","1, 2, 3,4","1,2",3,,
OPS,"A Flight Data Recorder is required in aeroplanes over","10000 kg","7000 kg","20 000 kg","5700 kg",4,,
OPS,"Regarding all weather operations, if VAT is from 141 kts to 165 kts, the aeroplane is in:","category В.","category D.","category E.","category С.",2,,
OPS,"Each flight crew member shall complete a recurrent flight and ground training relevant to the type or variant of aircraft on which he/she operates, including training on the location and use of all emergency and safety equipment carried. Such training has to be performed:","every 24 months.","every 12 months.","every 18 months.","every 6 months.",2,,
OPS,"According to EASA AIR OPS, what minimum navigation equipment is required for operations under IFR, or under VFR over routes not navigated by reference to visual landmarks?","One VOR receiving system, one ADF system, one DME.","One VOR receiving system, one ADF system, two DMES.","One VOR receiving system, one ADF system.","One VOR receiving system, two DMES.",1,,
OPS,"According to EASA AIR OPS, what minimum navigation equipment is required for operations under IFR, or under VFR over routes not navigated by reference to visual landmarks?","1 ADF system, 1 DME.","1 VOR receiving system, 1 ADF system, 2 DMES.","1 VOR receiving systems, 1 DME.","1 VOR receiving system, 1 ADF system.",3,,
OPS,"The operator shall take all measures to ensure that no person is in any part of an aircraft in flight that is not designed for the accommodation of persons unless temporary access has been granted by the commander.","Crew relaxing","Comfortable for crew","for the purpose of taking action necessary for the safety of the aircraft or of any person, animal or goods therein.","Economical reasons",3,,
OPS,"In accordance with EASA AIR OPS, the operator must ensure that the mass and balance documentation of a flight is stored for a minimum period of:","3 months.","1 month.","6 months.","1 year.",1,,
OPS,"Which of the following needs approval?","A time piece.","Anything on the flight deck.","Child harness used in cabin.","Nothing on the flight deck.",2,,
OPS,""In accordance with the fuel policy for isolated aerodromes (AIR OPS), for aeroplanes with turbine engines, the amount of Additional Fuel should not be less than the fuel to fly after arriving overhead the destination aerodrome for."",""30 minutes at normal cruise consumption, including final reserve fuel."",""2 hours at normal cruise consumption, including final reserve fuel."",""30 minutes at holding consumption at 1 500 ft (450 m) above aerodrome elevation in standard conditions."",""2 hours at holding consumption at 1 500 ft (450 m) above aerodrome elevation in standard conditions."",2,,
OPS,"Regulations require that a supply of undiluted oxygen is carried on board pressurized aeroplanes operated at pressure altitudes above 25000 ft. This first-aid oxygen equipment shall be capable of generating a mass flow to each user of at least ___ litres STPD per minute.","4","2","1","3",1,,
OPS,"Consider a wet lease-in. Who should approve aircraft entering the "EU" from third countries?","EASA","The competent authority of leesee.","ICAO","The competent authority of lessor.",2,,
OPS,"In accordance with EASA AIR OPS, for a pressurized aeroplane, the minimum requirement for supplemental oxygen needed to supply 100% of the passengers following a cabin pressurization failure, is:","the entire flight time when the cabin pressure altitude exceeds 13 000 ft.","the entire flight time where the cabin pressure altitude exceeds 15 000 ft, but in no case less than 10 minutes","30 minutes.","the entire flight time after 30 minutes at pressure altitude greater than 10000 ft but not exceeding 13 000 ft.",2,,
OPS,"The safety precautions to be taken when using 100% medical oxygen are:<br><br>1) refrain from smoking.<br>2) avoid sparks.<br>3) avoid operation of radio communication equipment.<br>4) operate oxygen system shut off valves slowly.<br><br>The combination regrouping all the correct statements is:","1,3, 4","1,2,4","1,2,3","2,3,4",2,,
OPS,"According to EASA AIR OPS, who is responsible for establishing Aerodrome Operating Minima for each aerodrome planned to be used for commercial purposes?","The Commander.","The Operator.","The designated local aerodrome authority.","The State Authority.",2,,
OPS,"In accordance with AIR OPS, where no outer marker or equivalent position exists, if the reported RVR/ Visibility is less than the applicable minima, the approach shall not be continued beyond:","the glide slope intersection.","1000 ft above the aerodrome/heliport.","the middle marker.","the FAF.",2,,
OPS,"What is the time frame, according EASA definitions, when referring to the 'Window of Circadian Low (WOCL)'?","04:00-06:59","03:00-04:59","02:00-05:59","02:00 -06:59",3,,
OPS,"The stopover at the airport is being made due to cumulative.","flight hours","duty hours","ground hours","block hours",2,,
OPS,"State the planning minima for the ETOPS en route alternate aerodrome:","Non-precision approach or circling approach: MDA/H+300 ft; RVR/VIS + 1 000 m","Non-precision approach or circling approach: MDA/H +400 ft; RVR/VIS + 800 m","Precision approach DA/H + 200 ft; RVR/VIS + 800 m","Precision approach DA/H + 400 ft; RVR/VIS +1 500 m",3,,
OPS,"When the door operation ofa transport airplane equipped with evacuation slides is controlled from the outside, the slide:","unfolds and becomes inflated.","becomes inflated in its container thus preventing its unfolding.","unfolds but does not become inflated.","is disarmed automatically.",4,,
OPS,"The number of hand fire extinguishers which have to be installed in the passenger cabin according to EASA AIR OPS depends on the number of:","seats in the cabin.","passengers in the cabin.","emergency exits in the cabin.","seat rows in the cabin.",1,,
OPS,"When does the oxygen equipment need to be checked for a flight scheduled at FL290?","Before FL130.","Before FL100.","Before taxiing.","Before take-off.",3,,
OPS,"According to EASA AIR OPS, the MDH for a category B aircraft circling are respectively:","500 ft","600 ft","700 ft","400 ft",1,,
OPS,"According to EASA AIR OPS, in an aeroplane with a maximum configuration of more than 19 passengers, the door between the passenger compartment and the flight deck compartment shall have locking means:","to prevent passengers from opening it without permission of a member of the flight crew.","capable of being locked only from outside the flight deck compartment.","capable of being remotely locked by cabin crew from outside the flight deck compartment.","capable of being remotely locked from either inside or outside the flight deck compartment.",1,,
OPS,"In accordance with EASA AIR OPS, the minimum required recent experience for a pilot engaged in a single-pilot operation under IFR shall be:","5 IFR flights, including 3 instrument approaches, carried out during the preceding 90 days on the type class of aeroplane in the single-pilot role.","5 IFR flights, including 3 take-off and 3 landings carried out during the preceding 30 days on the type or class of aeroplane in the single-pilot role.","5 IFR flights, including 3 take-off and 3 landings carried out during the preceding 90 days on the type or class of aeroplane in the single-pilot role.","3 IFR flights, including 3 instrument approaches, carried out during the preceding 90 days on the type class of aeroplane in the single-pilot role.",1,,
OPS,"According to AIR OPS, which of the following is the correct definition of "wet lease"?","The aircraft is operated under the AOC of the lessee.","The aircraft is operated under the AOC of the lessor","The aircraft is operated overseas.","The aircraft is leased from a non-EU operator.",2,,
OPS,"In accordance with EASA AIR OPS, in an aeroplane in which fuses are used, the number of spare fuses available for use in flight must be at least:","5% of the number of fuses of each rating or 1 of each rating. whichever is the greater.","10% of the number of fuses of each rating or 1 of each rating. whichever is the greater.","10% of the number of fuses of each rating or 3 of each rating, whichever is the greater.","20% of the number of fuses of each rating or 2 of each rating, whichever is the greater.",3,,
OPS,"According to EASA AIR OPS, for a non-pressurised aircraft, the supplemental oxygen is:","used for protection against smoke and carbon dioxide.","required to operate at pressure altitudes above 10000 ft.","available for supply to passengers for physiological reasons.","therapeutic oxygen specially carried for certain passengers.",2,,
OPS,"According to EASA AIR OPS, the lowest minima to be used by an operator for circling with a category D aeroplane is a meteorological visibility of:","1600 m","3600 m","2400 m","1500 m",2,,
OPS,"What minimum rest period shall be provided before a flight duty which starts away from the crewmember's home base?","10 hours","14 hours","12 hours","8 hours",1,,
OPS,"In accordance with AIR OPS, if the flight is to be carried out at FL290, demonstration about oxygen equipment must be completed before:","the aircraft reaches FL100.","take-off.","the aircraft reaches FL250.","taxiing.",2,,
OPS,"According to EASA regulations, an operator shall not operate an aeroplane authorized to carry more than 19 passengers for which individual Certificate of Airworthiness was first issued before 01 July 2008, unless it is equipped with, at least:","one automatic ELT or two ELT of any type.","one automatic ELT and one ELT of any type.","one ELT of any type transmitting on 406 MHz.","one survival ELT and life saving equipment.",1,,
OPS,"An aircraft whose maximum approved passenger seating configuration is 31 to 60 seats must be equipped with at least:","3 hand fire extinguishers conveniently located in the passenger compartment.","4 hand fire extinguishers conveniently located in the passenger compartment.","5 hand fire extinguishers conveniently located in the passenger compartment.","2 hand fire extinguishers conveniently located in the passenger compartment.",4,,
OPS,"What does the definition of a hostile environment refer to?","A safe forced landing cannot be accomplished because the surface is inadequate.","Any operation overhead the open sea.","A built environment.","Overwater operations, overhead the open sea areas north of 45S and south of 45N.",1,,
OPS,"In accordance with EASA regulations the operator must ensure that the information contained in the aircraft technical log is stored for a minimum period of:","3 months.","36 months.","12 months.","24 months.",2,,
OPS,"In accordance with EASA AIR OPS, the cockpit voice recorder, when required, must start to record automatically.","prior to the aeroplane moving under its own power until the termination of flight when the parking brake is set.","prior to the aeroplane moving under its own power until the termination of the flight when the aeroplane is no longer capable of moving under its own power.","when full thrust is applied until the termination of the flight when the aeroplane is no longer capable of moving under its own power.","when the parking brake is released until the termination of flight when the parking brake is set.",2,,
OPS,"For two-engined aeroplanes not approved for ETOPS, the take-off alternate, if required, shall be located (in still air conditions) within:","2 hours flight time at cruising speed with all engines operating.","1 hour flight time at cruising speed with all engines operating.","1 hour flight time at one engine inoperative cruising speed.","2 hours flight time at one engine inoperative cruising speed.",3,,
OPS,"An airplane whose maximum approved passenger seating configuration is 401 to 500 seats must be equipped with at least:","5 hand fire extinguishers conveniently located in the passenger compartment.","7 hand fire extinguishers conveniently located in the passenger compartment.","8 hand fire extinguishers conveniently located in the passenger compartment.","6 hand fire extinguishers conveniently located in the passenger compartment.",4,,
OPS,"In accordance with EASA AIR OPS, for a pressurised aircraft, the definition of supplemental oxygen is:","oxygen specifically carried for therapeutic purposes.","oxygen used for protection against smoke and carbon dioxide.","oxygen supplied to the aeroplane occupants in the case of cabin pressurisation failure.","oxygen supplied to a passenger who needs oxygen for physiological reasons.",3,,
OPS,"Seats should be allocated for.","each person on board who is aged 6 months or more.","each person on board who is aged 12 months or more.","all persons on board.","each person on board who is aged 24 months or more.",4,,
OPS,"According to EASA AIR OPS, an aircraft must be equipped with an audio selector panel accessible to each required flight crew member.","when operating in controlled airspace.","when operating under IFR, or under VFR over routes not navigated by reference to visual landmarks.","at all times when carrying passengers.","when operating under IFR.",4,,
OPS,"In accordance with AIR OPS, the commander of a turbojet engine aeroplane should have a final reserve fuel for.","30 minutes of flight at cruising speed at FL140.","45 minutes of flight at holding speed at 1 500 ft above aerodrome elevation in standard conditions.","30 minutes of flight at holding speed at 1 500 ft above aerodrome elevation in standard conditions.","45 minutes of flight at cruising speed at FL140.",3,,
OPS,""In accordance with EASA AIRCREW regulation, an operator shall ensure that a pilot does not operate an aeroplane as commander unless he has carried out at least:"",""3 take offs and 3 landings as pilot flying in an aeroplane of the same type/class or in a flight simulator of the aeroplane type to be used, in the preceding 90 days."",""3 take-offs and 3 landings as pilot flying in an aeroplane or an approved flight simulator of the type to be used, in the preceding 30 days."",""3 take-offs and 3 landings as pilot flying in any type of aeroplane or an approved simulator, under the supervision of an examiner, in the preceding 60 days."",""3 flights as commander in an aeroplane or an approved flight simulator of the type to be used, in the preceding 90 days."",1,,
OPS,"In accordance with EASA AIR OPS, an aeroplane whose maximum approved passenger seating configuration is 501 to 600 seats must be equipped with at least:","5 hand fire extinguishers conveniently located in the passenger compartment.","8 hand fire extinguishers conveniently located in the passenger compartment.","7 hand fire extinguishers conveniently located in the passenger compartment.","6 hand fire extinguishers conveniently located in the passenger compartment.",3,,
OPS,"An EU operator is arranging a dry lease in from a non-EU operator. Which of the following must be proven to the national authority?<br><br>1) An operational need has been identified that cannot besatisfied through leasing an aircraft registered in the EU.<br>2) The dry lease-in does not exceed seven months in any 12 consecutive month period.<br>3) The the third country operator holdsa valid AOC issued inaccordance with ICAO Annex 6.<br>4) The aircraft has a standard CofA issued in accordance with ICAO Annex 8.","1.4","3,4","2,3","1,2",4,,
OPS,"The general information, instructions and recommendations on the transport of dangerous goods are specified in the:","Flight Manual.","AIP (Aeronautical Information Publication).","Air Carrier Certificate Specifications.","Operation Manual.",4,,
OPS,"Special categories of passengers (SCPs) or persons with reduced mobility (PRMs) should be allocated to specific seats. Which statement is correct?","PRMs should be placed in a seat which would be most comfortable for themselves because they have specific requirements.","PRMs should not be placed in a seat which would restrict any exit path in the case of an emergency.","PRMs should not be placed in a seat which would restrict any exit path in the case of an emergency unless accompanied by an able bodied adult.","PRMs should always be placed in the middle of the aircraft.",2,,
OPS,"The operator shall establish, implement and maintain a management system that includes:","a description of the overall philosophies and principles of the operator with regard to safety, referred to as the safety letter board.","clearly defined lines of responsibility and accountability throughout the operator, including a direct safety accountability of the accountable manager.","documentation of all management system key processes.","a reporting system to the competent authority.",2,,
OPS,"Who is responsible for ensuring cabin crew members are qualified in their duties?","The pilot-in-command.","the operator","EASA.","The senior cabin crew member.",2,,
OPS,"Consider the fuel policy established by an operator for the purpose of flight planning and in flight replanning to ensure that every flight carries sufficient fuel for the planned operation and reserves to cover deviations from the planned operation. The operator shall ensure that the pre-flight calculation of usable fuel required for a flight includes:","Taxi fuel, Trip fuel, Reserve fuel (Alternate, Contingency, Final reserve, ETOPS reserve), Re-routing fuel, Extra fuel.","Taxi fuel, Trip fuel, Reserve fuel (Alternate, Contingency, Final reserve, Additional fuel), Extra fuel.","Taxi fuel, Trip fuel, Reserve fuel (Alternate, Contingency, Final reserve, ETOPS reserve), Re-routing fuel, Weather deterioration fuel.","Trip fuel, Reserve fuel (Alternate, Contingency, Final reserve, Additional fuel), Extra fuel, Weather deterioration fuel.",2,,
OPS,"An operator must deal with the following annexes speaking about dangerous goods:","Annex V, Part-SPA, Regulation (EU) 965/2012","Annex II, Part-FCL, Regulation (EU) 1178/2011","Annex V, Part-CC, Regulation (EU) 139/2014","Annex VII, Part-DG, Regulation (EU) 800/2 013",1,,
OPS,"According to EASA AIR OPS, an operator shall ensure that each cabin crew member is at least:","18 years of age.","21 years of age.","17 years of age.","20 years of age.",1,,
OPS,"A category IIIB precision approach (CAT IIIB) is an approach which may be carried out with a runway visual range of at least?","150 m","250 m","75 m","200 m",3,,
OPS,"In accordance with EASA AIR OPS, on board a non pressurized aircraft, the crew and all the passengers must be supplied with oxygen throughout the flight period during which the pressure altitude is greater than:","12 000 ft","13 000 ft","10000 ft","11 000 ft",2,,
OPS,"In accordance with EASA AIR OPS, for a Category IIB approach, the RVR shall not be less than:","100 m","150 m","75 m","50 m",3,,
OPS,"When do you have to file a flight plan?","When flying IFR.","When flying VFR.","When flying VFR and operation in the local area.","When flying VFR and you intend to return to the aerodrome of departure",1,,
OPS,"Commission Regulation (EU) No 965/2012 is divided into several Annexes. Which of the following statements is correct?","Annex IV Part NCO - Commercial Air Transport Operations","Annex V Part SPA - Specialized Operations","Annex II Part ARO - Authority Requirements for Air Operations","Annex Il Part ORO - Authority Requirements for Specific Approvals",3,,
OPS,"The aerodrome operating minima for a VOR/DME approach are:<br><br>MDH: 360 ft<br>Required RVR: 1500 m<br>Reported RVR: 1800 m<br><br>According to AIR OPS, the pilot may continue the final approach:","regardless of the ceiling reported.","if the ceiling reported is higher than 240 ft.","if the ceiling reported is higher than 240 ft during the day and 360 ft at night.","if the ceiling reported is higher than 360 ft.",1,,
OPS,"Conditions to be met for the issue and continued validity of an AOC. The operator shall provide the following information to the competent authority.<br><br>1. the official name and business name, address, and mailing address of the applicant.<br>2. the name of the accountable manager.<br>3. the total number of employees.<br>4. the type(s), and number of aircraft to be operated.<br>5. the common language spoken by the crew members.<br><br>The combination of all correct statements is:","2, 3,4","1,2, 4","3,4,5","1,4,5",2,,
OPS,"To conducta special VFR flight, the minimum visibility required by EASA regulations is:","800 m","3000 m","5000 m","1500 m",4,,
OPS,"Crew protective breathing equipment shall provide protection for the eyes, nose and mouth and it should provide oxygen for a period of at least:","1 hour.","30 minutes.","15 minutes.","10 minutes.",3,,
OPS,"Information about operator's flight time limitations for crew members can be found in the:","Operation Manual.","Journey logbook.","Flight Manual.","Operational Flight Plan.",1,,
OPS,"The approach categories of aircraft are based upon:","1.3 times the stalling speed in clean configuration at minimum certified Landing Mass.","1.3 times the stalling speed in the landing configuration at minimum certified Landing Mass.","1.3 times the stalling speed in clean configuration at maximum certified Landing Mass.","1.3 times the stalling speed in the landing configuration at maximum certified Landing Mass.",4,,
OPS,"Which statement is true regarding emergency medical kits?","They must be available in the rear galley, away from the passengers.","They must be accessible to the cabin crew.","They must be located on the flight deck.","They must be readily accessible for use.",3,,
OPS,"When requested by an Authority to produce the aircraft documentation required to be carried on board, the commander","shall comply within a reasonable period of time.","shall only comply if authorised by the operator.","can request a delay of 48 hours.","can refuse to present them.",1,,
OPS,"What does abbreviation MASPS mean?","Minimum Aviation System Performance Standards","Maximum Approved Seating Propagation Standards","Minimum Airport Specifications and Personnel Standards","Maximum Approved System Power and Specifications",1,,
OPS,"In accordance with the EASA AIR OPS, an aeroplane equipped with 300 passenger seats and effectively carrying 189 passengers, must be equipped with:","5 first aid kits.","4 first aid kits.","3 first aid kits.","2 first aid kits.",3,,
OPS,"When establishing an instrument approach procedure, 5 aircraft categories according to their speed at the threshold (VAT) are established. This speed is equal to the stalling speed in the landing configuration (Vso) at the maximum certified landing weight multiplied by a factor of:","1.5","1.15","1.45","1.3",4,,
OPS,"An SVFR flight must not be commenced if the visibility is less than:","5 km","1 km","1.5 km","3 km",4,,
OPS,"In order to operate an airplane at night, the airplane must be equipped with an airborne weather radar when the airplane is:<br><br>1) pressurized<br>2) non-pressurized, and maximum Take-off Mass is more than 5700 kg.<br>3) non-pressurised, and maximum approved seating configuration is more than 9 seats.<br>4) non-pressurised, operating for public transportation.","1,2,3","4","1,4","1,2",1,,
OPS,"In accordance with AIR OPS, a commander shall ensure that the amount of usable fuel remaining in flight is not less than the fuel required to proceed to an aerodrome where a safe landing can be made with:","fuel to fly 20 minutes at best range speed.","fuel to hold 30 minutes at 1 500 ft above the aerodrome.","15 minutes of remaining fuel.","final reserve fuel remaining.",4,,
