Flight Plan,"For a public transport aero plane with reciprocating engines the final reserve should be at least:","fuel to fly for 2 hours.","Fuel to fly for 30minutes at holding speed.","Fuel to fly for 1 hour at holding speed. ","fuel to fly for 45 minutes.",4,,
Flight Plan,"In a flight plan when the destination aerodrome is A and the alternate aerodrome is B, the final reserve fuel for a turbojet engine aero plane corresponds to:","30 minutes holding 1 500 feet above aerodrome A.","30 minutes holding 1 500 feet above aerodrome B.","15 minutes holding 2000 feet above aerodrome A.","30 minutes holding 2000 feet above aerodrome B.",2,,
Flight Plan,"The Trip Fuel for a jet aero plane to fly from the departure aerodrome to the destination aerodrome is 5 350 kg. Fuel consumption in holding mode is 6000 kg/hr . The quantity of fuel which is needed to carry out one go-around and land on the alternate airfield is 4380 kg. The destination aerodrome has a single runway . What is the minimum quantity of fuel which should be on boar d at take-off?","11730 kg","14730 kg","13000 kg","13230 kg",4,,
Flight Plan,"For flight planning purposes the Landing Mass at alternate is taken as:","Zero Fuel Mass plus Final Reserve Fuel and Alternate Fuel.","Zero Fuel Mass plus Final Reserve Fuel.","Zero Fuel Mass plus Final Reserve Fuel and Contingency Fuel.","Landing Mass at destination plus alternate fuel.",3,,
Flight Plan,"The required time for final reserve fuel for turbojet aero plane is:","60 min.","variable with wind velocity .","30 min.","45 min.",3,,
Flight Plan,"A jet aero plane is to fly from A to B. The minimum final reserve fuel must allow for","20 minutes hold over alternate airfield.","15 minutes hold at 1 500 ft abo ve destination aerodrome elevation.","30 minutes hold at 1500 ft above mean sea level.","30 minutes gold at 1500ft above destination aerodrome elevation, when no alternate is required.",4,,
Flight Plan,"Given: Maximum Allowable Take-off Mass: 64400 kg Maximum Landing Mass: 56 200 kg Maximum Zero Fuel Mass: 53 000 kg Dry Oper ating Mass: 35 500 kg Estimated load: 14500 kg Estimated Trip Fuel: 4900 kg Minimum take-off fuel: 7400 kg Find the maximum allowable take-off fuel:","11100 kg","11400 kg","11400 kg","8600 kg",1,,
Flight Plan,"How is assumed the mass of the aircraft at destination?","Zero fuel mass, alternate, final reserve fuel.","Zero fuel mass, final reserve fuel, contingency .","","Zero fule mass, alternate final reserve fuel, contingency.",4,,
Flight Plan,"Which of the following statements is relevant for forming route portions in integrated range flight planning?","Each reporting point requires a new segment.","No segment shall be mor e than 30 minutes of flight time.","The distance from take-off up to the top of climb has to be known.","A small change of temperature (2 °C) can divide a segment",3,,
Flight Plan,"Given: Dry Operating Mass (DOM): 33510 kg Load: 7600 kg Trip Fuel: 2.040 kg Final reserve fuel: 983 kg Alternate fuel: 1100 kg Contingency fuel: 5% of Trip Fuel If the flight is performed as planned, which of the listed estimated masses is correct?","Estimated Landing Mass at destination is 43 193 kg.","Estimated take-off mass is 452300 kg.","Estimated landing mass at destination is 43295 kg.","Estimated landing mass at alternate is 42093kg.",3,,
Flight Plan,"You are to determine the maximum fuel load which can be carried in the following conditions: Dry Operating Mass: 2 800 kg Trip Fuel: 300 kg Payload: 400 kg Maximum Take-off Mass: 4200 kg Maximum Landing Mass: 3700kg","500 kg","800kg","1000 kg","700kg",2,,
Flight Plan,"An aeroplane has the following masses: Estimated LM: 50000 kg Trip Fuel: 4300 kg Contingency fuel: 215 kg Alternate fuel (final reserve included): 2100kg Taxi: 500 kg Block Fuel: 7115kg Before departure the captain orders to make the Block Fuel 9 000 kg. After this change the Trip Fuel in the operational flight plan should read:","9000 kg","6400 kg","6185 kg","4300 kg",4,,
Flight Plan,"Alternate fuel: ","Where two destination alternate aerodromes are required, be sufficient to processed to the first alternate aerodrome and thereafter to the second alternate aerodrome.","Fuel for executing at least three approaches and a final landing at the destination alternate aerodrome.","Includes a missed approach at alternate.","Excludes a missed approach at alternate.",4,,
Flight Plan,"The final reserve fuel for aeroplanes with turbine engines is:","Fuel to fly for 45 minutes at holding speed at 1 500 ft (450 m) above aerodrome elevation in standard conditions.","Fuel to fly for 30m s at holding speed at 1 500 ft (450 m)above aerodrome  in standard conditions.","Fuel to fly for 60 minutes at holding speed at 1 500 ft (450 m) abo ve aerodr ome elevation in standard conditions.","fuel to fly for 45 minutes at holding speed at 1 000 ft (300 m) | above aerodrome elevation in standard conditions.",2,,
Flight Plan,"An operator shall ensure that calculation of usable fuel for an IFR flight with a turbojet aero plane for which no destination alternate is required includes, taxi fuel, Trip Fuel, contingency fuel and fuel to fly for.","45 minutes at holding speed at 450 m above aerodrome elevation in standard conditions","2 hours at normal cruise consumption.","45 minutes plus 10% of the flight time planned to be spent at cruising level or two hours which ever is less.","45 minutes at holding speed at 450 m above MSL in standard condition",1,,
Flight Plan,"The following fuel consumption figures are given for a jet aeroplane: Standard taxi fuel: 600 kg Average cruise consumption: 10000 kg/hr Holding fuel consumption at 1.500 ft above alternate airfield elevation: 8000 kg/hr Flight time from departure to destination: 6 hrs Fuel for diversion to alternate: 10 200 kg Forecast visibility at destination: 2000 m The minimum ramp fuel load is:","77 200 kg","77 800 kg","79 800 kg","74 800 kg",2,,
Flight Plan,"Fuel for a missed approach is taken from the:","contingency fuel.","extra fuel.","alternate fuel.","trip fuel.",3,,
Flight Plan,"Given: Dry Operating Mass (DOM): 33 510 kg Load: 7600 kg Final reserve fuel: 983 kg 1 100 kg 102 kg Alternate fuel: Contingency fuel: If the flight is performed as planned, the estimated Landing Mass at alternate airport should be:","42195 kg","42 093 kg","42 093 kg","42 312 kg",1,,
Flight Plan,"The purpose of the decision point procedure is?","To reduce the landing weight and thus reduce the structural stress on the aircraft.","To increase the amount of extra fuel.","To increase the safety of the flight.","To reduce the minimum required fuel and therefore be able to increase the Traffic Load.",4,,
Flight Plan,"A jet aeroplane has a cruising fuel consumption of 4060 kg/hr, and 3 690 kg/hr during holding. If the destination is an isolated airfield, the aeroplane must carry, in addition to contingency reserves, additional fuel of, 7380 kg, 8120 kg, 3 500 kg, 1 845 kg ,2,,
Flight Plan,When using decision point procedure,you reduce the:,holding fuel by 30%.,contingency fuel by adding contingency only from the burnoff between the decision airport and destination.,contingency fuel by adding contingency only from the burnoff between decision point and destination.,reserve fuel from 10% down to 5%.,3,,
Flight Plan,Mark the correct statement. If a decision point procedure is applied for flight planning:,a destination alternate is not required.,the Trip Fuel to the destination aerodrome is to be calculated via the decision point.,the Trip Fuel to the destination aerodrome is to be calculated via the suitable enroute alternate.,the fuel calculation is based on a contingency fuel from departure aerodrome to the decision point.,2,,
Flight Plan,"Consider an IFR flight with a departure aerodrome called "DEP" and a destination aerodrome called "DEST" and a decision point called "DP", since the decision point procedure has to be used. There is also a suitable aerodrome for refuelling, called aerodrome "REF". The pilot has calculated a trip fuel from DEP to DEST so the contingency will be at least:",5% from DEP to DEST.,5% from DP to REF.,5% from DP to DEST.,5% from DEP to REF.,1,,
Flight Plan,From which of the following would you expect to find the dates and times when temporary danger areas are active?,Only AIP (Aeronautical Information Publication).,SIGMET.,RAD/NAV charts.,NOTAM and AIP (Aeronautical Information Publication).,4,,
Flight Plan,In which of the following publications would you expect to find facilitation information regarding customs and health formalities?,NOTAM,AIP,NAV/RAD charts,ATCC,2,,
Flight Plan,''From which of the following would you expect to find information regarding known short unserviceability of VOR, TACAN, and NDB?'',NOTAM.,SIGMET.,ATCC broadcasts.,AIP (Air Information Publication).,1,,
Flight Plan,"NOTAM extract:"...ILS 25C LO, IDENT FR, 297KHZ, RANGE LIMITED TO 10NM....". What is limited to 10 NM?",Localizer,ILS,VOR,Locator,4,,
Flight Plan,"A0328/13 NOTAMN Q) BIRD/QOBCE/IV/M/A/000/999/ A) BIRK B) 1312090800 C) 1403012359 E) RWY13 CONSTRUCTION CRANE ERECTED 39 METRES FROM THR RWY13 AND 135 METRES NORTH OF CENTRELINE RWY 13/31 HEIGHT OF CRANE: 85 FEET MSL. LENGTH OF BOOM: 22 METRES. POSITION OF CRANE: LAT: 64 08 01.6430N LON: 021 57 17.4029W CRANE IS LIT WITH OBS LGT.) [...] Which statement about this NOTAM is correct?",This NOTAM replaces another NOTAM.,This NOTAM cancels another NOTAM.,Pilots need to be careful because of birds (risk of birdstrike).,Pilots need to be careful because of a crane reaching up to 85 ft above mean sea level.,4,,
Flight Plan,A METAR reads: SA 1430 35002KT 7000 SKC 21/03 Q1024 Which of the following information is contained in this report?,Runway in use.,Day, month.,Temperature, dew point.,Period of validity.,3,,
Flight Plan,"Given: Distance A to B: 3.623 NM Ground speed OUT: 370 kts Ground speed BAC?: 300 kts The time from A to the point of equal time (PET) between A and B is:",238 min.,288 min.,323 min.,263 min.,4,,
Flight Plan,"Given: Distance from departure to destination: 2380 NM GS Out: GS Home: 420 kts 520 kts What is the time of the PET from the departure point?",152 min,123 min,19 min,188 min,4,,
Flight Plan,"Given: Distance from departure to destination: 350 NM True track: 320° W/V: 350/30 TAS: 130 kts 04:52 What is the distance and time of the PET from the departure point?",Distance: 210 NM; Time: 121 min.,Distance: 139 NM; Time: 54 min.,Distance: 139 NM; Time: 81 min.,Distance: 123 NM; Time: 74 min.,1,,
Flight Plan,"If CAS is 190 kts, Altitude 9.000 ft, Temp. ISA -10 °C, True Course (TC) 350°, W/V 320/40, distance from departure to destination is 350 NM, endurance 3 hours and actual time of departure is 1 105 UTC. The distance from departure to Point of Equal Time (PET) is:",203 NM,167 NM,147 NM,183 NM,1,,
Flight Plan,"An aircraft was over Q at 1 320 hours flying direct to R. Given: Distance Q to R: 3016 NM True airspeed: 480 kts Mean wind component OUT: -90 kts Mean wind component BACK: +75 kts The ETA for reaching the point of equal time (PET) between Q and Ris:",18:20,17:56,17:52,17:42,3,,
Flight Plan,"Find the distance to the Point of Safe Return (PSR), given: Maximum usable fuel: 15000 kg Minimum reserve fuel: 3 500 kg TAS out: 425 kts Headwind component out: 30 kts TAS return: 430 kts Tailwind component return: 20 kts Average fuel flow: 2150 kg/hr",1143 NM,1 463 NM,1491 NM,1125 NM,4,,
Flight Plan,"Two points A and B are 1 000 NM apart. TAS is 490 kts. On the flight between A and B the wind component is -20 kts. On the return leg between B and A, the wind component is +40 kts. What distance from A, along the route A to B, is the point of equal time (PET)?",470 NM,500 NM,455 NM,530 NM,4,,
Flight Plan,"Given: Distance from departure to destination: 410 NM Safe Endurance: True Track: W/V: TAS: 3.6 hrs 055° 180/35 120 kts What is the distance of the PSR from the departure point?",169 NM,102 NM,203 NM,217 NM,3,,
Flight Plan,Given: Distance A to B: 2.346 NM Ground speed OUT: 365 kts Ground speed BACK: 480 kts The time from A to the point of equal time (PET) between A and B is:,167 min.,197 min.,260 min.,219 min.,4,,
Flight Plan,Given: Distance from departure to destination: 5000 NM Safe Endurance: TAS: Ground speed Out: Ground speed Home: 10 hrs 450 kts 500 kts 400 kts What is the distance of the PSR from the departure point?,1111 NM,2500 NM,2778 NM,2222 NM,4,,
Flight Plan,Given the following: D = flight distance X = distance to Point of Equal Time GSo = ground speed out GSr = ground speed return The correct formula to find distance to Point of Equal Time is:,x = D x GSr / (GSo + GSr),x = D × GSo / (GSo + GSr),x = (D/2) x GSo / (GSo + GSr),x = (D/2) + GSr / (GSo + GSr),1,,
Flight Plan,"Given: Distance from departure to destination: 95 NM True track: 105° W/V: 060/15 TAS: 140 kts What is the distance of the PET from the departure point?",82 NM,51 NM,47.5 NM,44 NM,2,,
Flight Plan,"Given: Distance A to B: 3060 N? Mean ground speed OUT: Mean ground speed BACK: 440 kts 540 kts Safe Endurance: 10 hours The time to the Point of Safe Return (PSR) is:",5 hours 45 minutes.,5 hours 20 minutes.,5 hours 31 minutes.,3 hours 55 minutes.,3,,
Flight Plan,"Given: Distance from departure to destination: 270 NM True track: 030° W/V: 120/35 TAS: 125 kts What is the distance and time of the PET from the departure point?",Distance: 130 NM; Time: 68 min.,Distance: 141 NM; Time: 65 min.,Distance: 141 NM; Time: 68 min.,Distance: 135 NM; Time: 68 min.,4,,
Flight Plan,Given: Distance from departure to destination: 150 NM Safe Endurance: TAS: Ground speed out: Ground speed home: 3.2 hrs 90 kts 100 kts 80 kts What is the distance and time of the PSR from the departure point?,Distance: 71 NM; Time: 47 min.,Distance: 8 NM; Time: 5 min.,Distance: 67 NM; Time: 50 min.,Distance: 142 NM; Time: 85 min.,4,,
Flight Plan,"An aircraft takes-off from an airport 2 hours before sunset. The pilot flies a track of 090° (T), W/V 130°/20 kts, TAS 100 kts. In order to return to the point of departure before sunset, the furthest distance which may be traveled is:",84 NM,97 NM,115 NM,105 NM,2,,
Flight Plan,"The distance from A to B is 2 368 NM. If outbound ground speed is 365 kts and homebound ground speed is 480 kts and safe endurance is 8 hrs 30 min, what is the time to the PNR?",190 minutes.,290 minutes.,219 minutes.,209 minutes.,2,,
Flight Plan,"Given: Distance from departure to destination: 140 NM GS Out: GS Home: 90 kts 80 kts What is the distance of the PET from the departure point?",124 NM,70 NM,66 NM,74 NM,3,,
Flight Plan,"Given: Course A to B: 088° (T) Distance: Mean TAS: Mean W/V: 1250 NM 330 kts 340°/60 kts The time from A to the PET between A and B is:",1 hour 39 minutes.,2 hours 02 minutes.,1 hour 54 minutes.,1 hour 43 minutes.,4,,
Flight Plan,Given: Distance from departure to destination: 360 NM Safe Endurance: True Track: W/V: TAS: 4.5 hrs 345°260/30 140 kts What is the distance of the PSR from the departure point?,307 NM,154 NM,52 NM,185 NM,,,
Flight Plan,"Given: Question Explanation Comments N° 37375 Distance A to B: 2484 NM Mean ground speed OUT: 420 kts Mean ground speed BACK: 500 kts Safe endurance: 08 hrs 30 min The distance from A to the point of safe return (PSR) is:",1630 NM,1940 N?,1736 NM,1908 NM,2,,
Flight Plan,"Given: Distance from departure to destination: 435 NM GS Out: GS Home: 110 kts 130 kts What is the distance of the PET from the departure point?",236 NM,368 NM,199 NM,218 NM,1,,
Flight Plan,"Given: Explanation Comments N° 40028 Distance from departure to destination: 3000 NM Safe endurance: TAS: Ground speed out: Ground speed home: 8 hrs 520 kts 600 kts 440 kts What is the time of the PSR from the departure point?",203 min,173 min,117 min,277 min,1,,
Flight Plan,Given: Distance from departure to destination: 220 NM True track: W/V: TAS:175° 220/10 135 kts What is the distance of the PET from the departure point?,136 NM,116 NM,103 NM,110 NM,2,,
Flight Plan,Given: Distance from departure to destination: 340 NM GS Out: GS Home: 150 kts 120 kts What is the distance of the PET from the departure point?,272 NM,170 NM,151 NM,189 NM,3,,
Flight Plan,"Given: Distance from departure to destination: 180 NM Safe Endurance: True Track: W/V: TAS: 2.8 hrs 065° 245/25 100 kts What is the distance of the PSR from the departure point?",66 NM,68 NM,131 NM,49 NM,3,,
Flight Plan,The distance between point of departure and destination is 340 NM and wind velocity in the whole area is 100°/25 kts. TAS is 140 kts, true track is 135° and safe endurance 3 hrs 10 min. How long will it take to reach the point of safe return?,5 hrs 30 min.,1 hrs 49 min.,1 hrs 37 min.,1 hrs 21 min.,2,,
Flight Plan,"Find the time to the Point of Safe Return (PSR). Given: Maximum usable fuel: 15000 kg Minimum reserve fuel: 3 500 kg TAS out: 425 kts Headwind component out: 30 kts TAS return: 430 kts Tailwind component return: 20 kts Average fuel flow: 2150 kg/hr",2 hrs 43 min,2 hrs 51 min,3 hrs 43 min,2 hrs 59 min,2,,
Flight Plan,"Distance from departure to destination: 400 NM Safe Endurance: TAS: Ground speed Out: Ground speed Home: 2.5 hrs 115 kts 130 kts 105 kts What is the distance of the PSR from the departure point?",145 NM,73 NM,179 NM,255 NM,1,,
Flight Plan,"Given: Distance from departure to destination: 1.100 NM True track: 280° W/V: 100/80 TAS: 440 kts 06:38 What is the distance and time of the PET from the departure point?",Distance: 650 NM; Time: 75 min.,Distance: 450 NM; Time: 52 min.,Distance: 650 NM; Time: 108 min.,Distance: 550 NM; Time: 75 min.,2,,
Flight Plan,"Given: Distance Q to R: 1760 NM Ground speed OUT: 435 kts Ground speed BACK: 385 kts Safe endurance: 9 hrs The distance from Q to the point of safe return (PSR) between Q and R is:",1 838 NM,1 642 NM,1 467 NM,1313 NM,1,,
Flight Plan,"Given: Distance A to B: 1973 NM Ground speed OUT: 430 kts Ground speed BACK: 385 kts Safe endurance: 7 hrs 20 min The distance from A to the point of safe return (PSR) is:",1422 NM,1 664 NM,1 490 NM,1698 NM,3,,
Flight Plan,"Given: X = Distance A to point of equal time (PET) between A and B E = Endurance D = Distance A to ? O = Ground speed ON H = Groundspeed BACK The formula for calculating the distance X to point of equal time (PET) is:",x = (D x H)/(0+H),x = (D x O x H) / (O + H),x = (E x O x H) / (O + H),x = (D x O)/(O+H),1,,
Flight Plan,"Given: Distance from departure to destination: 2450 NM Safe Endurance: TAS: Ground speed out: Ground speed home: 7.5 hrs 410 kts 360 kts 460 kts What is the time of the PSR from the departure point?",252 min,111 min,198 min,156 min,1,,
Flight Plan,"Given: Distance from departure to destination: 210 NM Safe Endurance: True Track: W/V: TAS: 3.5 hrs 310° 270/30 120 kts What is the distance of the PSR from the departure point?",200 NM,125 NM,100 NM,10 NM,1,,
Flight Plan,"Given: Distance from departure to destination: 1345 NM GS Out: GS Home: 80 kts 360 kts What is the time of the PET from the departure point?",128 min,96 min,72 min,50 min,3,,
Flight Plan,What kind of endurance is used for PSR calculations?,Alternate endurance.,ATC endurance.,Safe endurance.,Trip endurance.,3,,
Flight Plan,Which of the following statements with regard to the PET (Point of Equal Time) is correct?,The point of equal time is a number which is entered in field 19 of the ATC flight plan.,When calculating the point of equal time fuel reserves should be accounted for.,Endurance is not relevant when calculating the point of equal time.,Endurance is relevant when calculating the point of equal time.,3,,
Flight Plan,"Given: Distance X to Y: Mach number. Temperature: 2700 NM 0.75 -45 °C 07:08 Mean wind component ON: 10 kts tailwind Mean wind component BACK: 35 kts tailwind The distance from X to the point of equal time (PET) between X and Y is:",1 350 NM,1313 NM,1 386 NM,1425 NM,,,
Flight Plan,"Given: Distance from departure to destination: 150 NM True track: 142° W/V: 200/15 TAS: 132 kts What is the distance of the PET from the departure point?",71 NM,75 NM,79 NM,134 NM,,
Flight Plan,"Given: Distance Q to R: 1760 NM Ground speed OUT: 435 kts Ground speed BACK: 385 kts The time from Q to the point of equal time (PET) between Q and R is:",110 min.,114 min.,102 min.,106 min.,,,
Flight Plan,Given: Distance from departure to destination: 180 NM Safe Endurance: TAS: Ground speed out: 2 hrs 120 kts 135 kts 105 kts 07:16 Ground speed home: What is the distance and time of the PSR from the departure point?,Distance: 59 NM; Time: 30 min.,Distance: 118 NM; Time: 53 min.,Distance: 79 NM; Time: 45 min.,Distance: 62 NM; Time: 28 min.,2,,
Flight Plan,"From the departure point, the distance to the point of equaltime is:",proportional to the sum of ground speed out and ground speed back.,inversely proportional to ground speed back.,inversely proportional to the total distance to go.,inversely proportional to the sum of ground speed out and ground speed back.,4,,
Flight Plan,"Given: Distance from departure to destination: 2.500 NM GS Out: GS Home: 540 kts 470 kts What is the time of the PET from the departure point?",171 min,129 min,149 min,28 min,2,,
Flight Plan,"Given: Distance from A to ?: 2050 NM Mean groundspeed on: 440 kts Mean groundspeed back: 540 kts The distance to the point of equal time (PET) between A and Bis:",1153 NM,1130 N?,920 NM,3,,
Flight Plan,"An aircraft was over A at 14:35 hours flying direct to B. Given: Distance A to B: 2.900 NM True airspeed: 470 kts Mean wind component OUT: +55 kts Mean wind component BACK: -75 kts The ETA for reaching the point of equal time (PET) between A and B is:",17:44,18:46,17:21,16:57,4,,
Flight Plan,"Given: Distance from departure to destination: 1000 NM Safe Endurance: 4 hrs TAS: Ground speed out: Ground speed home: 500 kts 550 kts 450 kts What is the distance of the PSR from the departure point?",990 NM,495 NM,10 NM,450 NM,1,,
Flight Plan,"An aeroplane is flying at TAS 180 kts on a track of 090°. The W/V is 045°/50 kts. How far can the aeroplane fly out from its base and return in one hour?",56 NM,85 NM,176 NM,88 NM,2,,
Flight Plan,If CAS is 190 kts, Altitude 9000 ft. Temp. ISA -10 °C, True Course (TC) 350°, W/V 320/40, distance from departure to destination is 350 NM, endurance 3 hours, and actual time of departure is 1105 UTC. The Point of Equal Time (PET) is reached at:,1203 UT?,1213 UT?,1221 UT?,1233 UT?,2,,
Flight Plan,"Find the distance from waypoint 3 (WP 3) to the critical point. Given: Distance from WP 3 to WP 4: 750 NM TAS out: 430 kts TAS return: 425 kts Tailwind component out: 30 kts Headwind component return: 40 kts",375 NM,408 NM,403 NM,342 NM,4,,
Flight Plan,"On an ATC flight plan, an aircraft indicated as "H" for HEAVY:",has a certified Landing Mass greater than or equal to 136 000 kg.,requires a runway length of at least 2000 m at Maximum Certified Take-off Mass.,has a certified Take-Off Mass greater than or equal to 136000 kg.,has a certified Take-Off Mass greater than or equal to 140 000 lbs.,3,,
Flight Plan,"In the ATS flight plan item 15 (cruising speed), when not expressed as a Mach number, cruising speed is expressed as:",TAS,CAS,ground speed,IAS,1,,
Flight Plan,"On an ATC flight plan, the letter Y is used to indicate that the flight is carried out under the following flight rules:",IFR followed by VFR.,VFR followed by IFR.,VFR.,IFR.,1,,
Flight Plan,"In the appropriate box of a flight plan form, corresponding to the estimated time of departure, the time indicated is that at which the aircraft intends to:",pass the departure beacon.,start-up.,take-off.,go off blocks.,4,,
Flight Plan,"In the ATS flight plan item 13, in a flight plan submitted before departure, the departure time entered is the:",allocated slot time.,estimated off-block time.,estimated take-off time.,estimated time over the first point enroute.,2,,
Flight Plan,"When an ATS flight plan is submitted for a flight outside designated ATS routes, points included in item 15 (route)should not normally be at intervals of more than:",1 hour flying time or 500 km.,30 minutes flying time or 370 km.,15 minutes flying time or 100 km.,20 minutes flying time or 150 km.,2,,
Flight Plan,"An aircraft has: 08:20 Maximum Certificated Take-off Mass: 137 000 kg Actual Take-off Mass: 135 000 kg Which wake turbulence category should be entered in item 9 of the ATS flight plan?",Medium (M).,Medium/Heavy (M/H).,Heavy (H).,Heavy/Medium (H/M).,3,,
Flight Plan,"In the appropriate box of a flight plan, for endurance, one must indicate the time corresponding to",the required fuel for the flight plus the alternate and 45 minutes",the total usable fuel on board minus reserve fuel.,the required fuel for the flight.,the total usable fuel on board.,4,,
Flight Plan,"On an ATC flight plan, to indicate that you will overfly the waypoint TANGO at 350 kts at flight level 280, you will write:",TANGO/ K0350 FL280,TANGO/ FL280 N0350,TANGO / KT350 F280,TANGO / N0350 F280,4,,
Flight Plan,"The maximum permissible Take-off Mass of an aircraft for the "L" wake turbulence category on a flight plan is:",7000 kg,2700 kg,10 000 kg,5700 kg,1,,
Flight Plan,"In the ATC flight plan item 7, for a radio equipped aircraft, the identifier must always:",include the aircraft registration marking.,include an indication of the aircraft type.,include the operating agency designator.,be the RTF callsign to be used.,4,,
Flight Plan,"For the purposes of item 9 (wake turbulence category) of the ATS flight plan, an aircraft with a maximum certificated Takeoff Mass of 62000 kg is:",light (L).,heavy (H).,unclassified (U).,medium (M).,4,,
Flight Plan,"If no ICAO identifier has been attributed to an alternate airport (box 16) of a flight plan form:",write ZZZZ in box 16 and indicate in box 18 (additional information) ALTN/ followed by the name of the airport.,write ZZZZ in box 16 and indicate in box 18 (additional information) DEST/ followed by the name of the airport.,write XXXX in box 16 and indicate in box 18 (additional information) ALTN/ followed by the name of the airport.,write XXXX in box 16 and indicate in box 18 (additional information) DEST/ followed by the name of the airport.,1,,
Flight Plan,"The navigation plan reads: Trip Fuel: 100 kg Flight time: 1 hr 35 min Taxi fuel: 3 kg Block Fuel: 181 kg The endurance on the ICAO flight plan should read:",2 hrs 04 min,1 hr 35 min,2 hrs 52 min,2 hrs 49 min,4,,
Flight Plan,"On a flight plan you are required to indicate in the box marked SPEED the planned speed for the first part of the cruise or for the entire cruise. This speed is:",the true airspeed.,the equivalent airspeed.,the estimated ground speed.,the indicated airspeed.,1,,
Flight Plan,"In an ATS flight plan item 15, in order to define a position as a bearing and distance from a VOR, the group of figures should consist of:",full name of VOR, true bearing and distance in kilometres.,VOR ident, magnetic bearing and distance in kilometres.,VOR ident, true bearing and distance in kilometres.,VOR ident, magnetic bearing and distance in nautical miles.,4,,
Flight Plan,"If your destination airport has no ICAO indicator, in the appropriate box of your ATC flight plan, you write:",////,XXXX,AAAA,ZZZZ,4,,
Flight Plan,"In the event that SELCAL is prescribed by an appropriate authority, in which section of the ATS flight plan will the SELCAL code be entered?",Route.,Aircraft identification.,Equipment.,Other information.,4,,
Flight Plan,"In the appropriate box of a flight plan form, concerning equipment, the letter to be used to indicate that the aircraft is equipped with a mode A 4096 codes transponder with altitude reporting capability is:",A,C,P,S,2,,
Flight Plan,"When completing an ATS flight plan for a flight commencing under IFR but possibly changing to VFR, the letters entered in item 8 (flight rules) would be:",Y,X,N/S,G,1,,
Flight Plan,"For an ATC flight plan filed before the flight, the indicated time of departure is:",the estimated off-block time.,the estimated time of take-off.,the time overhead the first reporting point after take-off.,the time at which the flight plan is filed.,1,,
Flight Plan,"In the ATS flight plan, for a non-scheduled flight which of the following letters should be entered in item 8 (type of flight):",N,N/S,X,G,1,,
Flight Plan,"Which of the following statements is (are) correct with regard to the operation of flight planning computers? 1) The computer can file the ATC flight plan. 2) In the event of inflight re-routing the computer produces a new plan.",Neither statement.,Statement 1 only.,Both statements.,Statement 2 only.,2,,
Flight Plan,"On a VFR flight plan, the total estimated time is:",the estimated time from take-off to overhead the destination airport, plus 15 minutes.,the estimated time required from take-off to arrive over the destination airport,the estimated time from take-off to landing at the alternate airport.,the estimated time from engine start to landing at the destination airport.,2,,
Flight Plan,"Which of the following statements is (are) correct with regard to the advantages of computer flight plans? 1) The computer can file the ATC flight plan. 2) Wind data used by the computer is always more up-to-date than that available to the pilot.",Neither statement.,Both statements.,Statement 2 only.,Statement 1 only.,4,,
Flight Plan,"Prior to an IFR flight, when filling in the ICAO flight plan, the time information which should be entered in box 16 "Total estimated time" is the time elapsed from:",taxiing until the IAF (Initial Approach Fix) of the destination aerodrome.,take-off until reaching the IAF (Initial Approach Fix) of the destination aerodrome.,taxi-out prior to take-off until taxiing after landing.,take-off until landing.,2,,
Flight Plan,"In the ATS flight plan item 10 (equipment), the letter to indicate the carriage of a serviceable transponder - mode A (4 digits-4096 codes) and mode C, is:",A,P,B,C,4,,
Flight Plan,When a pilot fills in a flight plan, he/she must indicate the wake turbulence category. This category is a function of which mass?,Actual Take-off Mass.,Maximum certified Take-off Mass.,Actual Landing Mass.,Estimated Take-off Mass.,2,,
Flight Plan,"Which of the following statements is (are) correct with regard to computer flight plans? 1) The computer takes account of bad weather on the route and adds extra fuel. 2) The computer calculates alternate fuel sufficient for a missed approach, climb, cruise, descent and approach and landing at the destination alternate.",Statement 2 only.,Neither statement.,Statement 1 only.,Both statements.,1,,
Flight Plan,"The "Estimated Total Time" in block 16 of a VFR flight plan is the estimated time:",required by the aircraft from take-off to arrive overhead the destination airport.,of endurance at cruising power taking into account pressure and temperature on that day.,required by the aircraft from brake release at take-off until landing.,required by the aircraft from the moment it moves by its own,power until it stops at the end of the flight (block time).,1,,
Flight Plan,When completing an ATS flight plan for a European destination, clock times are to be expressed in:,local mean time.,UTC.,central European time.,local standard time.,2,,
Flight Plan,"In the ATS flight plan item 15, when entering a route for which standard departure (SID) and standard arrival (STAR) procedures exist:",STARS should be entered but not SIDs.,neither SID nor STAR should be entered.,SIDs should be entered but not STARs.,both should be entered in the ATS plan where appropriate.,4,,
Flight Plan,"When completing an ATS flight plan, an elapsed time (item 16) of 1 hrs 55 min should be entered as:",115,115M,1H55,155,4,,
Flight Plan,In the ATS flight plan item 19, if the number of passengers to be carried is not known when the plan is ready for filing:,an estimate may be entered but that number may not subsequently be exceeded.,TBN (to be notified) may be entered in the relevant box.,the plan may not be filed until the information is available.,the plan should be filed with the relevant box blank.,2,,
Flight Plan,"The cruising speed to write in the appropriate box (15) of an ATS flight plan is:",true airspeed.,indicated airspeed.,calibrated airspeed.,ground speed.,1,,
Flight Plan,"In the ATS flight plan Item 15, a cruising speed of 90 kts will be entered as:",N090,KN090,0600N,090KT,3,,
